fingerprint,title,author,date,source,source-hostname,hostname
PTD2ZV4kmE5Xc/J1AU+ccw0y/NI=,"Life, Or Something Like It",J. Michael Neal,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/life-or-something-like-it/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
kBtpxaXTm0qpJxn4jp7AKgAT0TU=,The Glanconer,The Glanconer,2017-08-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-glanconer/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
GpdBrG2uuF8RBh09DD04pxyxZUk=,"Ghost Blue, Ghost Red",Malda Marlys,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/ghost-blue-ghost-red/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
wVPoPTfVKuWmL8wAZQ3eCyzFmwE=,Red Planit,Joel E. Roosa,2015-10-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/red-planit/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
wdAbp0mk2bYxeWhI6x12UpSDzJU=,The Clockwork Sky,by Alexandra Davydova,2016-02-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/the-clockwork-sky/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
zpGvxW1qBrXVdyqlAEx6anWHumc=,Where Things May Lead,Barbara Krasnoff,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/where-things-may-lead/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Cgx67jxr7YS9ow3PVL6eGy6eMpg=,Still Life,Adam Stemple,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/eldritch/still-life/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
2gfO7jNqPPedXom/eFn619cojLo=,Down in the Deepflux,Jake West,2010-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/down-in-the-deepflux/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
09XBTI3/+NnL0U/oAYaN89qVoUI=,The Waiting Shade,Casey Laine,2018-12-01,https://cosmicrootsandeldritchshores.com/fiction-all/fantasy/the-waiting-shade/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
0mw/m0+f3zxRgEYzkZ1x7E4NOaY=,A Walk in the Sun,"Perhaps Sanjiv might have done better, if he’d been alive. Trish had done the best she could. All things considered, it was a far better landing than she had any right to expect.",2016-01-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/walk-in-the-sun/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
xtD+OTD3Zx/fuEry/84nrAP3iNI=,Sea Full of Stars,Siobhan Gallagher,2016-11-01,https://cosmicrootsandeldritchshores.com/fiction-all/stories-for-young-people-from-4-to-400/sea-full-of-stars/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
Hb9gX44g/Cz6noXaEsR6st8w+Bc=,How Your Mother Killed me,♥,2016-07-01,https://cosmicrootsandeldritchshores.com/fiction-all/science-fiction/how-your-mother-killed-me/,Cosmic Roots and Eldritch Shores,cosmicrootsandeldritchshores.com
