fingerprint,title,author,volume,issue,date,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
9VCrEfaqAZbDoiA8VizaYcZEiYY=,Talisman Nine Part 1,Dafydd Cyhoeddwr,15,7,2002-09-02,,,,,,http://dargonzine.org/talisman-nine-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/WTc46wfOcVoa1IjUrkZYs4fWVik.json,TRUE
Ydfzoo7YgFBz4OVQ+D6IetOTfic=,Heir to Castigale Part 1,Pam Atchley;Dave Fallon,15,8,2002-09-30,,,,,,http://dargonzine.org/heir-to-castigale-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/8liKN0fD0ZkaQLBj7HciidEbiXg.json,TRUE
pWPmVASObCB+ecATkFUmq2SG2Ns=,Talisman Nine Part 2,Dafydd Cyhoeddwr,15,8,2002-09-30,,,,,,http://dargonzine.org/talisman-nine-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/gbZbw0TqaaVOMJPYCVESyUxRjSM.json,TRUE
nU8KknibsHsPTeS+4sOdHAnRHRg=,Heir to Castigale Part 2,Pam Atchley;Dave Fallon,15,9,2002-10-27,,,,,,http://dargonzine.org/heir-to-castigale-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/msPFjOVQg7Gv8Y30ZrqS9jkXg+o.json,TRUE
QuFE+c0DPRjsiNDkdZh8aDhdlVc=,Talisman Nine Part 3,Dafydd Cyhoeddwr,15,9,2002-10-27,,,,,,http://dargonzine.org/talisman-nine-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Cj9BXrsvHz6cgDHWBC9fBP0GAEs.json,TRUE
fAShEqjLjoCvZXgFsDLtMVRVwns=,Cherryseye,Pam Atchley,15,10,2002-11-24,,,,,,http://dargonzine.org/cherryseye/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/TZQtPjfVrFblL4HoC1-GRevVNdE.json,TRUE
wnkamQiy0CvSJUTw+nWKM5lUIN4=,"Past, Present, and Presage Part ,2: Megan’s Story",Rena Deutsch,15,10,2002-11-24,,,,,,http://dargonzine.org/past-present-and-presage-part-2-megans-story/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/nfwuJAuWNfysd3ZaXr9GMznyjC0.json,TRUE
wpLCEiET+6Xv60QaVM/lxJsvsQM=,Talisman Nine Part 4,Dafydd Cyhoeddwr,15,10,2002-11-24,,,,,,http://dargonzine.org/talisman-nine-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/06wGrVRJTZpxlnlHMh2jjbm-zyw.json,TRUE
PysK0Cb6qCTrf6qp9RQJHYi1Qfc=,Spine,R. F. Niro,15,11,2002-12-28,,,,,,http://dargonzine.org/spine/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/N1sZchQ5-XC9-yM77UNHzbg23KY.json,TRUE
wqgywxEAbzONlek5SU1Ffcg4VRw=,Talisman Nine Part 5,Dafydd Cyhoeddwr,15,11,2002-12-28,,,,,,http://dargonzine.org/talisman-nine-part-5/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/xn3tnyYguFKz814PuuZufN7sbj0.json,TRUE
QvGiZ+LqLWhrgWFiqMgXUfJsGF4=,For the Love of Amante,Victor Cardoso,16,1,2003-03-21,,,,,,http://dargonzine.org/for-the-love-of-amante/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/FLGQjrkeRknTKm3KTdTTMtM7jTo.json,TRUE
1NiBO76ilqat+mkg4hbtjEu8gQw=,Talisman Nine Part 6,Dafydd Cyhoeddwr,16,1,2003-03-21,,,,,,http://dargonzine.org/talisman-nine-part-6/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7hNwB5P9aEm+eDIn5WjxFLkDANA.json,TRUE
Dy/bml3EhKvkTQ4SY7QN9e916MQ=,Hidden Talents Part 1,Rena Deutsch;Carlo Samson,16,2,2003-09-07,,,,,,http://dargonzine.org/hidden-talents-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/HtKLpwvtry831iSDX2yIFuBV5AE.json,TRUE
iCogFA2o7dYiFflxmb7iBXbzB/U=,Measure of a Man Part 1,Liam Donahue,16,2,2003-09-07,,,,,,http://dargonzine.org/measure-of-a-man-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/uMH63RRvrRSm+nzJnSQWI3QCRYc.json,TRUE
M0x0QMZHklxElWxJLnybWzJ/sxg=,Hidden Talents Part 2,Rena Deutsch;Carlo Samson,16,3,2003-09-28,,,,,,http://dargonzine.org/hidden-talents-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/dxcunJrmfkJfP7zTNWMYnV3zYgI.json,TRUE
rPSSiuoGDUjezVwoLSdcSHccqdQ=,Measure of a Man Part 2,Liam Donahue,16,3,2003-09-28,,,,,,http://dargonzine.org/measure-of-a-man-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/OPpDJXSapm7MENc2d24HR1-vbb8.json,TRUE
U6iPAk/fC2eKXBNTSABjZm+dGL0=,Mixed Results,Jim Owens,16,4,2003-10-17,,,,,,http://dargonzine.org/mixed-results/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/NgavgAzA3EXtUf6I0F7IOvUleAQ.json,TRUE
+0yU5VlR4ez82AftkDuS3vJuiZw=,Our Secret Shore,Nicholas Wansbutter,16,4,2003-10-17,,,,,,http://dargonzine.org/our-secret-shore/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ZS4eqc7Yi9OWE9falaoLjQlqMeY.json,TRUE
PTdpqEptfJt3A7CWQuSr7zOokHM=,The Pirate Conclave,Dafydd Cyhoeddwr,16,4,2003-10-17,,,,,,http://dargonzine.org/the-pirate-conclave/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/fKlWtsD-pWIXPq6tGgACZS9sthk.json,TRUE
oJZRlVd5tbdks1d7jIuwyNBer4k=,"Knight of Castigale Part 1: The ,Squire’s Honor",Dave Fallon,16,5,2003-12-18,,,,,,http://dargonzine.org/knight-of-castigale-part-1-the-squires-honor/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/En-srXXHKWG4xRXTo1p6NKwjzFc.json,TRUE
Wapzzi4bigByFfSFdthPMqWb7so=,"The Ballad of the Potter and ,the Horse Thief",Dafydd Cyhoeddwr,16,5,2003-12-18,,,,,,http://dargonzine.org/the-ballad-of-the-potter-and-the-horse-thief/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/6sZLQqQ3Q0lqfl4QZ5NC0lq3MD0.json,TRUE
DIMLEaHi1BC/6onbW8abaHpxNPc=,"Knight of Castigale Part 2: A ,Knight’s Duty",Dave Fallon,17,1,2004-01-13,,,,,,http://dargonzine.org/knight-of-castigale-part-2-a-knights-duty/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/h4S-Ow2IeF6TT8cogR9Gmt1sNvs.json,TRUE
CVq3s576E6abTVdl+6NaqiXhqzA=,Talisman Ten Part 1,Dafydd Cyhoeddwr,17,1,2004-01-13,,,,,,http://dargonzine.org/talisman-ten-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JE1h3rSbJ4sULwn13va80f77m74.json,TRUE
9Kv0db0Lyd8ovvmVAjrqvSW7xIk=,Touching Ol,Victor Cardoso;R. F. Niro,17,1,2004-01-13,,,,,,http://dargonzine.org/touching-ol/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JF7nUtiDlAe4V6Az5Extlg-1LYw.json,TRUE
gZkw3D2myyoS7w4+ieFCHwd671M=,Sweet Healing,Pam Atchley;Ornoth,17,2,2004-03-14,,,,,,http://dargonzine.org/sweet-healing/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/UjritszBO6uGT65gbFPc5tjr3aA.json,TRUE
rz9IumR+/UmzjlTMSOwimTitbY0=,Talisman Ten Part 2,Dafydd Cyhoeddwr,17,2,2004-03-14,,,,,,http://dargonzine.org/talisman-ten-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/3IkufTkP1rGUMz9dl6Psv3Hg1s8.json,TRUE
0ZAk7x/H/NjnPYNqsyFQn+4phBk=,Talisman Ten Part 3,Dafydd Cyhoeddwr,17,3,2004-04-26,,,,,,http://dargonzine.org/talisman-ten-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Pmpq6cx3Sk6xf9M+iBxuzi2HCRE.json,TRUE
Vwdo7XLz23U86WK9f6S3sDwxaXE=,End of the Line Part 1,Rich Durbin,18,1,2005-01-22,,,,,,http://dargonzine.org/end-of-the-line-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/v5LQbzavks0goMCOeGP2KnM7+Kc.json,TRUE
sUTk1FrjFbe1zbtu0GPkQCU2cNo=,"Little Yorgai and the Beast of ,Leagues",Liam Donahue,18,1,2005-01-22,,,,,,http://dargonzine.org/little-yorgai-and-the-beast-of-leagues/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/tJrckO8MSpg8LEz4hE1qCHPITvg.json,TRUE
o1fIxhLomO0PdGUQ7XiOLIM3Ezg=,End of the Line Part 2,Rich Durbin,18,2,2005-02-20,,,,,,http://dargonzine.org/end-of-the-line-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/gF3oqfdvER3G55q+4Z47r2hybnU.json,TRUE
T6Ku/plXVtC2Qemd5sUmtpFcpfk=,"Have You Ever Been to Northern ,Hope? Part 1",Liam Donahue,18,2,2005-02-20,,,,,,http://dargonzine.org/have-you-ever-been-to-northern-hope-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/jdGMCE0qRWdR5cVuS0N84ZPX9ow.json,TRUE
DUa19+95ZTsbfWlkgy3HzhPhuak=,Liberated Hope Part 1,Ornoth,18,3,2005-04-05,,,,,,http://dargonzine.org/liberated-hope-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/nfFNgzuCStl0JmPgT4wYd5k9Tfg.json,TRUE
EkF4qvHvP1akbdnOpXdT2xmXwUk=,The Lost Opportunity Part 1,Dave Fallon,18,3,2005-04-05,,,,,,http://dargonzine.org/the-lost-opportunity-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/FHXBrmRQ-P03cHV1l9PaaqQwWZY.json,TRUE
Q2u80caB9P3PfouP5i3pg+eAtAk=,Liberated Hope Part 2,Ornoth,18,4,2005-05-13,,,,,,http://dargonzine.org/liberated-hope-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/INfld2n7tE+i-Wj0J+SMmR4mbgY.json,TRUE
aRkxNMtLRyeroqrpHQ6BIRH+6Q0=,The Lost Opportunity Part 2,Pam Atchley,18,4,2005-05-13,,,,,,http://dargonzine.org/the-lost-opportunity-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5gui2fGGDDg8IXdIGG9PoXAXQk8.json,TRUE
o82OCU0RAPGEgpStceMnt/ozSmk=,Idol Hands Part 1,Jon Evans,18,5,2005-09-24,,,,,,http://dargonzine.org/idol-hands-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/MdJkfLMExQY83Md90lCiao6j1dw.json,TRUE
QYVrek082wrEf3+1zTBLjrerjhY=,Journey’s End Part 1,Rena Deutsch,18,5,2005-09-24,,,,,,http://dargonzine.org/journeys-end-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/-hQptuzeev-mlzWxK5NK5Zgrsl0.json,TRUE
N4a9wosl7K7QyeRE9FSCXHqqdMY=,Idol Hands Part 2,Jon Evans,18,6,2005-10-15,,,,,,http://dargonzine.org/idol-hands-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/RMKpmyJG-Et+ZQquCZLv9+Izwzk.json,TRUE
PV0mB/UBTlh1TWOraSGRHTTMKjM=,The Darningfly Caper Part 1,Dafydd Cyhoeddwr,18,6,2005-10-15,,,,,,http://dargonzine.org/the-darningfly-caper-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/arrLpo7eSxc78jyvv2J36wFSWr4.json,TRUE
uL8ySBA3SKLh36V4mx6AUjC3Z4M=,Eggs For Breakfast,Jim Owens,18,7,2005-11-14,,,,,,http://dargonzine.org/eggs-for-breakfast/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ArIcpAcBkuile-dqPltrw4Q9rXQ.json,TRUE
DGu+by+erEmtWYX9hazcArwI6+s=,Journey’s End Part 2,Rena Deutsch,18,7,2005-11-14,,,,,,http://dargonzine.org/journeys-end-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7Ka3kOLfCu+s9K4PUmwEVouFDio.json,TRUE
NDsA7e6EpitMBBgplUEYoXhR6OI=,The Darningfly Caper Part 2,Dafydd Cyhoeddwr,18,7,2005-11-14,,,,,,http://dargonzine.org/the-darningfly-caper-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/h+DV7x9cwcAL1UZYaW4gVt-t2P0.json,TRUE
0+8BsopTtOFlwdvexhfZfzIGQSs=,Echoes Off the Stone,R. F. Niro,18,8,2005-12-10,,,,,,http://dargonzine.org/echoes-off-the-stone/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/MqgbmmEsDZ768yWMBE+SNhInhQE.json,TRUE
sp981TvtqpnKBM5RLvb6B+mmmBw=,Out of the Rubble Part 1,Pam Atchley;Dave Fallon;R. F. Niro,18,8,2005-12-10,,,,,,http://dargonzine.org/out-of-the-rubble-part-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/u8UJUMFbKDtxDWZ-lxxVaXD6+iw.json,TRUE
k+in3G9JUlew6HE9xbnHsn44UXg=,Idol Hands Part 3,Jon Evans,19,1,2006-01-21,,,,,,http://dargonzine.org/idol-hands-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/nDmxm4fBw9-kck5TZEZPKQ3jYkk.json,TRUE
HhczQToUc9CS170wynX/9hyfKS8=,The Darningfly Caper 3,Dafydd Cyhoeddwr,19,1,2006-01-21,,,,,,http://dargonzine.org/the-darningfly-caper-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5-fvq5kA5wAiOd5Au-+w8fWRfPU.json,TRUE
l+ZxSxUhOilDxf5UlYAj2NwkCf8=,"Have You Ever Been to Northern ,Hope? Part 2",Liam Donahue,19,2,2006-02-18,,,,,,http://dargonzine.org/have-you-ever-been-to-northern-hope-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/UjLuHrFenKHP5xvrgubaUjzWPGg.json,TRUE
cN/KdauZI1/QimyyFfNJ/B8aoe8=,Out of the Rubble Part 2,Pam Atchley;Dave Fallon;R. F. Niro,19,2,2006-02-18,,,,,,http://dargonzine.org/out-of-the-rubble-part-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/yBa-F5UaBJYfumvbq3JkJgMANMI.json,TRUE
wGhrGUmEn1W9WCHja+3TH1cl1Ok=,Out of the Rubble Part 3,Pam Atchley;Dave Fallon;R. F. Niro,19,3,2006-03-18,,,,,,http://dargonzine.org/out-of-the-rubble-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ZXt6T-Xs6QtS1UIdwFugK6dlwss.json,TRUE
tIGKoQwCR0ZRzRS05a5Rv5Np7ts=,The Margre Arisen,Liam Donahue,19,3,2006-03-18,,,,,,http://dargonzine.org/the-margre-arisen/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/hyxb2QTvT24xrrz7wkFfGRJttZw.json,TRUE
NR0kK5zUF7SI31P7obGSCxkZCI0=,"Have You Ever Been to Northern ,Hope? Part 3",Liam Donahue;Jim Owens,19,4,2006-04-17,,,,,,http://dargonzine.org/have-you-ever-been-to-northern-hope-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7GUFiKsWIpi9aCSEN6e-a4AAEPw.json,TRUE
8PlbbGvyBZDQaLon7DO4gSpY3fE=,Journey’s End Part 3,Rena Deutsch;Liam Donahue,19,4,2006-04-17,,,,,,http://dargonzine.org/journeys-end-part-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/DrucGxjZn39Xyr17zyfl0FxwKhA.json,TRUE
GPNytRzu+xlnSoWfZ8pYQL9juBY=,Dancing,Dafydd Cyhoeddwr,19,5,2006-05-21,,,,,,http://dargonzine.org/dancing/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Tns7-54pB4ZzozZV+1Z8W32J2L4.json,TRUE
3ILokOZBJChazKgp8SCA3s3fUNY=,Journey’s End Part 4,Rena Deutsch,19,5,2006-05-21,,,,,,http://dargonzine.org/journeys-end-part-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/aso6-JLBuFmnVo1lK8fRcEucMCY.json,TRUE
3wSDMNu+dKsvlTmulTNO4RisOvc=,Journey’s End Part 5,Rena Deutsch,19,6,2006-06-26,,,,,,http://dargonzine.org/journeys-end-part-5/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Oz8QmOSvCUOJexCsalvRvYfze5s.json,TRUE
MzhrEFcnIhU+419n5T8LRllY83k=,"The Great Houses War Part 1: Call to ,Arms",Nicholas Wansbutter,19,6,2006-06-26,,,,,,http://dargonzine.org/the-great-houses-war-1-call-to-arms/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/AJN5yOPLx4dIEcScsW7wcI+E-y0.json,TRUE
UiejDnyYkf0gD3SS8x5p0L85V9Q=,A Cure for Hiccoughs,Trey Holliday,19,7,2006-09-23,,,,,,http://dargonzine.org/a-cure-for-hiccoughs/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/BqEozWOT0YpLF1cqYXzblZoMCso.json,TRUE
Uk3U2DUAWjk11r3qdeNha5YpsHc=,"The Great Houses War ,Part 2: The Noose and the Falcon",Nicholas Wansbutter,19,7,2006-09-23,,,,,,http://dargonzine.org/the-great-houses-war-part-2-the-noose-and-the-falcon/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/kRAC5v4AU4lZRBEnYCfsePfCf2c.json,TRUE
MAv6WjoZN1Dxd1cagO0+XbBJgYM=,Tough Healing,Dafydd Cyhoeddwr;Liam Donahue;Jim Owens,19,7,2006-09-23,,,,,,http://dargonzine.org/tough-healing/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/6FJA81UkCFO7qNaX8StpGUs6BFc.json,TRUE
ZfPMYUTfHTw0VDu7YCwqWUXeVEg=,Fears,Dafydd Cyhoeddwr,19,8,2006-11-18,,,,,,http://dargonzine.org/fears/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XS+o5LF2dErqyZo5j9bsW8dC41s.json,TRUE
Azq3A+PI01ry2UWv5HnzUGtIvJM=,"The Great Houses War Part ,3: The Stealthy Guardians",Nicholas Wansbutter,19,8,2006-11-18,,,,,,http://dargonzine.org/the-great-houses-war-part-3-the-stealthy-guardians/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/TK3p4+LJkVQW7xzTp6zpyX0pjmU.json,TRUE
vjHi8bftbGox3N1ewaOIQ65k18Q=,For Want of a Nail …,Dafydd Cyhoeddwr,19,9,2006-12-16,,,,,,http://dargonzine.org/for-want-of-a-nail/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/9XeIBX9hIJ5jWrB-msKHh0NosJQ.json,TRUE
3CGxJc83UQvt7eZcXrbzgbB7aUs=,"The Great Houses War ,Part 4: The Empress of Beinison",Nicholas Wansbutter,19,9,2006-12-16,,,,,,http://dargonzine.org/the-great-houses-war-part-4-the-empress-of-beinison/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/xmLGylShxEsfQXi5JVnPDz-CMhw.json,TRUE
Edrb9Yy2FmU6Ac3rQ1/Ay3L2ed8=,Taking Root,Liam Donahue,20,1,2007-03-17,,,,,,http://dargonzine.org/taking-root/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/CZgOIrwS+IbH+gDuUi9gxTzt8-U.json,TRUE
HwTHGu/QJ9f0xpfvy8Gm7fxxRBA=,"The Great Houses War ,Part 5: The Girl Who Would be Queen",Nicholas Wansbutter,20,1,2007-03-17,,,,,,http://dargonzine.org/the-great-houses-war-part-5-the-girl-who-would-be-queen/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/1U-5E7Fe1xffkfzUq+sSDvRtKF0.json,TRUE
YU+KzP8b+O4zMhMxqTOKOBNDL+Y=,"The Great Houses War Part 6: ,Master of the North",Nicholas Wansbutter,20,2,2007-04-28,,,,,,http://dargonzine.org/the-great-houses-war-part-6-master-of-the-north/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/isuMmTG-1SPvdI-0E14vlwo7wVs.json,TRUE
0v7fh3cSVXo39jpeFdP2+ltdh0c=,The Sea Hag’s Daughter,Jim Owens,20,2,2007-04-28,,,,,,http://dargonzine.org/the-sea-hags-daughter/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ysStqcaMslxcaOMNPkyqpov5+J0.json,TRUE
OpaJ8mUEk9A8MldbEMzuLSPNxS4=,Sea Eyes,Dafydd Cyhoeddwr,20,3,2007-09-02,,,,,,http://dargonzine.org/sea-eyes/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/UWMjO3dXZkgGYyNyrVTB6dBAxws.json,TRUE
1PI0tB2isdj7QhjeZuXz5F2nA6k=,"The Great Houses ,War Part 7: The Knights’ Charge at Balkura",Nicholas Wansbutter,20,3,2007-09-02,,,,,,http://dargonzine.org/the-great-houses-war-part-7-the-knights-charge-at-balkura/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JBygInGZu4hJi1qHMyCylwASpQU.json,TRUE
SUCTigEjlkU3iCFtrxKkuziM3hc=,Twist,Dafydd Cyhoeddwr,20,3,2007-09-02,,,,,,http://dargonzine.org/twist/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/AXHgGCCFL4GXy7boI9wCkrpe0bg.json,TRUE
eT1IwA7cB24QgywqjUf72qxavf8=,A Father’s Gift,Liam Donahue,20,4,2007-11-05,,,,,,http://dargonzine.org/a-fathers-gift/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/JTrv93kCSe9sl6BnJVIYS8GPflI.json,TRUE
Rpfo+zcl7L0RBikTe/ORAZN2kck=,"The Great Houses War ,Part 8: The Turning of the Tide",Nicholas Wansbutter,20,4,2007-11-05,,,,,,http://dargonzine.org/the-great-houses-war-part-8-the-turning-of-the-tide/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Z6svQu3R+-uLJyubWdcZq6bcyqc.json,TRUE
HeYrJFhwbk8qvnoiZmxiwVZF42c=,The Game 1,Pam Atchley;Mark Murray,21,1,2008-03-22,,,,,,http://dargonzine.org/the-game-1/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/acI+FVqRx9nAcxVbeIKJ0JWxkJI.json,TRUE
rIpq8EXOd1H4WoAOLdjK+dAElWw=,"The Great Houses War Part 9: The ,Queen of Baranur",Nicholas Wansbutter,21,1,2008-03-22,,,,,,http://dargonzine.org/the-great-houses-war-9-the-queen-of-baranur/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ywsyEZwQaS8Da9e8si59PxhyQgg.json,TRUE
KJ5wVWelFamI6bCEWbPxRjMDbE0=,Let Me Help,Jon Evans,21,2,2008-06-14,,,,,,http://dargonzine.org/let-me-help/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/7HjAYwxUn39kKqc8Nz7RUm7i2t0.json,TRUE
gr8BComuyP47a048BPAxvGf5Ra4=,Stolen Thunder,Jim Owens,21,2,2008-06-14,,,,,,http://dargonzine.org/stolen-thunder/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ap++6cd40+rVivnwRlyUOnkZOGI.json,TRUE
tdYY9s6IlH3dWCXeIo0gnPO4gx0=,The Game 2,Pam Atchley;Mark Murray,21,2,2008-06-14,,,,,,http://dargonzine.org/the-game-2/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/XqAVzDT+YnLMjhOxKooEY2Th5dg.json,TRUE
9/dIaA5SbsNu4JGRDtr6RLM++5A=,The Game 3,Pam Atchley;Mark Murray,21,3,2008-08-23,,,,,,http://dargonzine.org/the-game-3/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/9aMNehB0LgFcE8K6UnvbDubVv28.json,TRUE
rSeBp5phjbWEzeD9xGOhnP0Lj5g=,The Stone Man,Liam Donahue,21,3,2008-08-23,,,,,,http://dargonzine.org/the-stone-man/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/izDy9XMqBkTLeEs3AzpdfUmgX90.json,TRUE
svg+gxFwx8j2FhEHLt40wMAYVyg=,Uprooted,Rena Deutsch,21,3,2008-08-23,,,,,,http://dargonzine.org/uprooted/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/Qxa56sTDTjTb7AnwUE9haePLGRs.json,TRUE
kJtsgWkjBSoeyoDuh8srUIK5/sw=,Knight of Castigale 3: Sandia’s Story,Dave Fallon,21,4,2008-12-06,,,,,,http://dargonzine.org/knight-of-castigale-3-sandias-story/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/ObYHIyz7eiODFYkrRlzRmptiHZg.json,TRUE
UPTy9lDAOZ3v+RGwbWvMoppryfs=,The Farewell Tour,Ornoth,21,4,2008-12-06,,,,,,http://dargonzine.org/the-farewell-tour/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/UaZkYFbjki+AurxITZ3fm1QGLqY.json,TRUE
hlaxvMtrO1XDlH76vMKTk4bYJyk=,The Game 4,Pam Atchley;Mark Murray,21,4,2008-12-06,,,,,,http://dargonzine.org/the-game-4/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/xwcw-0beINCb5a94mq27o8mB7Po.json,TRUE
lgsiexrmboWw9luo/3SG/DD+KV4=,Are There Dragons?,Rena Deutsch;Jim Owens,22,1,2009-03-21,,,,,,http://dargonzine.org/are-there-dragons/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/GA8q06eA0jfdD0sbtBOGNynTux0.json,TRUE
KaNclUHXzqwfWzY23nwQaN9eH2I=,News of Import,Claudia Ryan,22,1,2009-03-21,,,,,,http://dargonzine.org/news-of-import/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/4goi8ypYntVdHsmvtg5KP8TyzOE.json,TRUE
aqen+janE7CnLBB7qnZAHuvKnSU=,Growing Pains,Amy Peveto,22,2,2009-06-06,,,,,,http://dargonzine.org/growing-pains/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/VqwwFzN1MfOQOHq86nG4qcy3T-I.json,TRUE
415SGSQpVY+n39qlihQV6Xau6Ag=,Shore Leave,Jim Owens,22,2,2009-06-06,,,,,,http://dargonzine.org/shore-leave/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/5ERkiGc6zuHhzKXoatTqV2PRu3A.json,TRUE
xn6bmA9lFagEWFZSWLQOXAfpsp0=,Damned Magic,Jon Evans,22,3,2009-10-17,,,,,,http://dargonzine.org/damned-magic/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/2JZH8xnLiroEWs5UMQtQLHjwXQM.json,TRUE
UCEhNrSGWUnSlI1e+Bx1mYApATU=,You Can’t Go Home Again,D'Artagnon Wells,22,3,2009-10-17,,,,,,http://dargonzine.org/you-cant-go-home-again/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/lhC9FpY0L5zc9oaix4tMbEldTqw.json,TRUE
PWlT0KxStUYX1glnR5Kc2wrF6bY=,A New Future,Claudia Ryan,22,4,2009-12-21,,,,,,http://dargonzine.org/a-new-future/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/lUAAvHt3fF1jrax5kdMUuzpeQ1E.json,TRUE
+44dHhu5FqfYZxhz6OX8abVWUl8=,Changes,Rena Deutsch,22,4,2009-12-21,,,,,,http://dargonzine.org/changes/,dargonzine.org,Dargonzine,,./scrape/jsonfiles/pyEKtAhRwVMLeGqAZ1e+5cx2QW0.json,TRUE
