fingerprint,title,author,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
lhet6WDj1gdG1U0U3e53IXE3ao8=,Inhale,Rhoads Brazos,2015-02-03,Short Fiction,Apex Magazine;Inhale;Issue 69;Rhoads Brazos;Short Fiction 2,9133,,,https://apex-magazine.com/short-fiction/inhale/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/KsiesGCiExWyuf6-TD9NiRxU0OU.json,TRUE
2jHAmrtHkd/JOKX23bRVMPDal6w=,"Say, She Toy",Chesya Burke,2017-04-04,Short Fiction,Apex Magazine;Chesya Burke;Issue 95;Say She Toy;Short Fiction 2,13280,,,https://apex-magazine.com/short-fiction/say-she-toy/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tf8QzQzPd3b1YCcGO+70XE6TNj0.json,TRUE
Mr8R+EYVD7EDRjEbU0UaJzFr+IQ=,The Crafter at the Web’s Heart,Izzy Wasserstein,2019-02-05,Short Fiction,Apex Magazine;February 2019;Issue 117;Izzy Wasserstein;Short Fiction 2;The Crafter At The Webs Heart,16179,,,https://apex-magazine.com/short-fiction/the-crafter-at-the-hearts-web/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/RT5dRxha-MTHWiEP7QiX8vo5wcw.json,TRUE
E9uQ7GFaF+d4mdUyDnJbzoHUFMs=,"An Evening in the City Coffeehouse, With Lydia on My Mind",Aleksander Žiljak,2009-11-02,Short Fiction,Alexsandar Ziljak;An Evening In The City Coffeehouse With Lydia On My Mind;Apex Magazine;Issue 5;Short Fiction 2,1380,,,https://apex-magazine.com/short-fiction/an-evening-in-the-city-coffeehouse-with-lydia-on-my-mind/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2C0InOypXQA4T9jAMxcm+6XvQ48.json,TRUE
/5OjKnNH7RAEJcQ+T+3U0EzM7yM=,Ncheta,Chisom Umeh,2023-05-09,Short Fiction,Apex Magazine;Chisom Umeh;Cw;Issue 138;Ncheta;Short Fiction 2,67053,,,https://apex-magazine.com/short-fiction/ncheta/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/aEQOTkIe4WhN6td52-pemIAeEPA.json,TRUE
e4YX2Ot6/ur9F2bf0ezObxVwEmo=,Citizen Komarova Finds Love,Ekaterina Sedia,2010-10-12,Short Fiction,Apex Magazine;Citizen Komarova Finds Love;Ekaterina Sedia;Issue 17;Reprint;Short Fiction 2,1182,,,https://apex-magazine.com/short-fiction/citizen-komarova-finds-love/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7XA7DIi8envNTokEkfiNZzi3Qvs.json,TRUE
4Q5MPsJPGcHPmOsoRJjnLxaKUVQ=,Queen of Dirt,Nisi Shawl,2017-02-07,Short Fiction,Apex Magazine;Issue 93;Nisi Shawl;Queen Of Dirt;Short Fiction 2,12935,,,https://apex-magazine.com/short-fiction/queen-of-dirt/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nMrFrGVkji28A00TRmDygjpyFoQ.json,TRUE
29hSiFm7UlxtUeTswoUwEMiiLmg=,This Creeping Thing,Robert Shearman,2011-11-01,Short Fiction,Apex Magazine;Issue 30;Reprint;Rob Shearman;Short Fiction 2;This Creeping Thing,3877,,,https://apex-magazine.com/short-fiction/this-creeping-thing/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tEwFXW+WAa+2l1cVzlAYsJ936qQ.json,TRUE
Pc8ZoK6IKwr/FZM2qyC8TlkyVpU=,Three Meetings of the Pregnant Man Support Group,James Beamon,2018-06-05,Short Fiction,Apex Magazine;Issue 109;James Beamon;Short Fiction 2;Three Meetings Of The Pregnant Man Support Group,15183,,,https://apex-magazine.com/short-fiction/three-meetings-of-the-pregnant-man-support-group/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Uz2SgurWz1Kz8MuMLhEyKLh-Af8.json,TRUE
d4Mjm+yH6ETQqXVOoaCsBJjpaJg=,The Ace of Knives,Tonya Liburd,2021-02-16,Short Fiction,Apex Magazine;Cw;Reprint;Short Fiction 2;The Ace Of Knives;Tonya Liburd,37771,,,https://apex-magazine.com/short-fiction/the-ace-of-knives/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/vUFEQiEPC34uw4vOmbnseM6R2ik.json,TRUE
vmI9BbpOdpNntKrcdw9fkWh+cJA=,Brisé,Mehitobel Wilson,2015-08-04,Short Fiction,Apex Magazine;Brise;Issue 75;Mehitobel Wilson;Short Fiction 2,9778,,,https://apex-magazine.com/short-fiction/bris/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/n6gHQAp58gi6eeB0BxO-MJpRiRY.json,TRUE
VddjJ3PozQ7y5TGZPAGGherT7rg=,Nothing That Bleeds,Leah Ning,2022-10-04,Short Fiction,Apex Magazine;Cw;Issue 133;Leah Ning;Nothing That Bleeds;Short Fiction 2,58626,,,https://apex-magazine.com/short-fiction/nothing-that-bleeds/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2pp2lGnc4GxpiX6uRb1Xb39MLmM.json,TRUE
pngS+7LJ89Bct82yYIWoexZ6Nhg=,Razorback,Ursula Vernon,2016-01-25,Short Fiction,Apex Magazine;Issue 80;Razorback;Short Fiction 2;Ursula Vernon,10864,,,https://apex-magazine.com/short-fiction/razorback/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/pwEQ+h+wypS2dTwUlvgLVAXaW+w.json,TRUE
si6eS5bC4L6bKN7d8LamFdeS94w=,"This Is the Moment, Or One of Them",Mari Ness,2021-05-11,Short Fiction,Apex Magazine;Cw;Issue 123;Mari Ness;This Is The Moment Or One Of Them,40742,,,https://apex-magazine.com/short-fiction/this-is-the-moment-or-one-of-them/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ZPg+yYkWgPIMMOeNR6pB3Wyto5o.json,TRUE
kYi8guzNoPC3wU7WA34vPYlZXMY=,Mermaid’s Hook,Liz Argall,2013-03-05,Short Fiction,Apex Magazine;Issue 46;Liz Argall;Mermaids Hook;Short Fiction 2,4983,,,https://apex-magazine.com/short-fiction/mermaids-hook/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/maqnk212lpdw6QyWbrCbBmYmP3Y.json,TRUE
v2/w/avt7x3/t9n48JUnJpcNngY=,Reconstituted,Marlee Jane Ward,2015-12-24,Short Fiction,Apexs Christmas Invasion;Issue 79;Marlee Jane Ward;Reconstituted;Short Fiction 2,10696,,,https://apex-magazine.com/short-fiction/reconstituted/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/gR0NnNgtk3wSS35nNfx5L--PjRI.json,TRUE
bgo19oQCwWQ4u4suyaHWxWu6FN4=,The Lady or the Tiger,J.M. McDermott,2010-02-01,Short Fiction,Apex Magazine;Issue 8;J M Mcdermott;Short Fiction 2;The Lady Or The Tiger,3809,,,https://apex-magazine.com/short-fiction/the-lady-or-the-tiger/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1MuYJJlqrbmpL5rRmIHjalDWAJc.json,TRUE
xX0CwcV6iEgaBtwKfcnCox+6pMw=,Folk Hero,Mary Pletsch,2016-06-07,Short Fiction,Apex Magazine;Cw;Folk Hero;Issue 85;Mary Pletsch;Short Fiction 2,11741,,,https://apex-magazine.com/short-fiction/folk-hero/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/O-eGE3F49IdgNd-erBosuZrNVpY.json,TRUE
xzpk/xXOndeAzxCIQMUeQgj3QUc=,Soft Feather Dance,Liz Argall,2014-09-02,Short Fiction,Apex Magazine;Issue 64;Liz Argall;Short Fiction 2;Soft Feather Dance,8452,,,https://apex-magazine.com/short-fiction/soft-feather-dance/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nEDHkT3LPthrAPgDGN1TrrNIiM0.json,TRUE
veQwlbr8Ig0ZguE6i+epmi4D0nI=,Home by the Sea,Élisabeth Vonarburg,2014-02-04,Short Fiction,Apex Magazine;Elisabeth Vonarburg;Home By The Sea;Issue 57;Reprint;Short Fiction 2,7307,,,https://apex-magazine.com/short-fiction/home-by-the-sea/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/iFm0r1cb5UaW8D2Lisz-Hldbs18.json,TRUE
bEhhoWxoUK9Xs6JRZi1U07hl0VA=,The Prison-house of Language,Elana Gomel,2019-03-05,Short Fiction,Apex Magazine;Elana Gomel;Issue 118;March 2019;Short Fiction 2;The Prison House Of Language,16283,,,https://apex-magazine.com/short-fiction/the-prison-house-of-language/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2tQcFRye70Y7peon2pHkx1foCdU.json,TRUE
VQbAucz1PWMmZfNobf4gppfoXkU=,The Dust and the Red,Darin Bradley,2011-03-05,Short Fiction,Apex Magazine;Darin Bradley;Issue 22;Short Fiction 2;The Dust And The Red,3829,,,https://apex-magazine.com/short-fiction/the-dust-and-the-red/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/N-uh90B7AzYwqEYn8r4mi+MH4e0.json,TRUE
QLAb9jreE3jA11+4NPwhwoexXpc=,Strata,Benjamin Blattberg,2022-03-29,Short Fiction,Apex Magazine;Benjamin Blattberg;Cw;Issue 130;Short Fiction 2;Strata,53335,,,https://apex-magazine.com/short-fiction/strata/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/szuCb+-7eqcmQ5aztJ0guoWlqlM.json,TRUE
TkBmPvx+GudynxOfwLsRc03VVVQ=,Candy Girl,Chikodili Emelumadu,2014-11-04,Award Nominees;Shirley Jackson Award;Short Fiction,Apex Magazine;Apex Readers Choice;Award;Candy Girl;Chikodili Emelumadu;Issue 66;Shirley Jackson Award;Short Fiction 2,8682,,,https://apex-magazine.com/short-fiction/candy-girl/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/cZwROf8mOnsKN0hUNDW19PkSfBQ.json,TRUE
n+OBHoGeJDM8K0Q1wIjwScY5CPY=,Americana!,Sam Asher,2022-05-26,Short Fiction,Americana;Apex Magazine;Cw;Issue 131;Sam Asher;Short Fiction 2,54355,,,https://apex-magazine.com/short-fiction/americana/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/sHV+xp5SmtYIiywcjgqP4OVrhWM.json,TRUE
IqCswrIJXgEKQVRSJODbrZkhfic=,Paperclips and Memories and Things That Won’t Be Missed,Caroline M. Yoachim,2014-05-06,Short Fiction,Apex Magazine;Caroline M Yoachim;Issue 60;Paperclips And Memories And Things That Wont Be Missed;Short Fiction 2,7662,,,https://apex-magazine.com/short-fiction/paperclips-and-memories-and-things-that-wont-be-missed/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9XVzXTBpoVb4HEJpDDMq95gLyRE.json,TRUE
qq783/eZNptcpt3zYZTUu14c29k=,COTTONMOUTH,Joelle Wellington,2021-09-07,Short Fiction,Apex Magazine;Cottonmouth;Cw;Issue 125;Joelle Wellington;Short Fiction 2,47209,,,https://apex-magazine.com/short-fiction/cottonmouth/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3+7baLX2TRbB-B+2iBMxAOKrry4.json,TRUE
zGtHpEko9uqLhAQWPpo9cumxPJU=,The Itaewon Eschatology Show,Dee Warrick,2011-01-06,Short Fiction,Apex Magazine;Dee Warrick;Issue 20;Short Fiction 2;The Itaewon Eschatology,3813,,,https://apex-magazine.com/short-fiction/the-itaewon-eschatology-show/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/pyQeXhzZ-yhFgMedmDH7q1IdPu8.json,TRUE
xXDgZwWSm+DF2rUi+qG+GYcgvoA=,The Gentleman of Chaos,Merc Fenn Wolfmoor,2016-08-02,Short Fiction,Apex Magazine;Issue 87;Merc Fenn Wolfmoor;Short Fiction 2;The Gentleman Of Chaos,12054,,,https://apex-magazine.com/short-fiction/the-gentleman-of-chaos/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/cHml3GPFuUOrBwDEHo5+hsU9jaU.json,TRUE
cOfaM5DRovu+yuev2ONUIOS1/Cc=,Osu,Kingsley Okpii,2021-07-27,Short Fiction,Apex Magazine;Cw;Issue 124;Kingsley Okpii;Osu;Short Fiction 2,44534,,,https://apex-magazine.com/short-fiction/osu/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ueSwnmWAuWeHUPpBwnu6SBLNEyg.json,TRUE
DOwhs/c7p2lGhWb2of/pZjUJnF8=,Relic,Jeffrey Ford,2012-12-04,Short Fiction,Apex Magazine;Issue 43;Jeffrey Ford;Relic;Reprint;Short Fiction 2,4426,,,https://apex-magazine.com/short-fiction/relic/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/bxO6Osj174I2WrQKJwmUvxelC3E.json,TRUE
dQwTls4rYCGgZk4lpZgBtkpBO3Q=,Anabaptist,Daniel Rosen,2016-02-08,Short Fiction,Anabaptist;Apex Magazine;Daniel Patrick Rosen;Issue 81;Short Fiction 2,10968,,,https://apex-magazine.com/short-fiction/anabaptist/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/GTulnGQfcnF30UVLWDaQgey3CkU.json,TRUE
LuIE5ZusCrVtQUe36Z0C1KDQnaA=,The State Street Robot Factory,Claire Humphrey,2023-03-21,Short Fiction,Apex Magazine;Claire Humphrey;Issue 136;Short Fiction 2;The State Street Robot Factory,62167,,,https://apex-magazine.com/short-fiction/the-state-street-robot-factory/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7VQCIo3d6+PJz+WNuP1nzvR-hNA.json,TRUE
2cm6sOd814/796V1iSw7OBTF9Hk=,Coming Undone,Alexis A. Hunter,2015-08-04,Short Fiction,Alexis A Hunter;Apex Magazine;Coming Undone;Issue 75;Short Fiction 2,9782,,,https://apex-magazine.com/short-fiction/coming-undone/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/06gYWN2iFZRK41+RWkUIJwenXeA.json,TRUE
TqYBzQRqhri++rUqG07bDbj3e34=,Black Box of the Terraworms,Barton Aikman,2021-03-16,Short Fiction,Apex Magazine;Barton Aikman;Black Box Of The Terraworms;Cw;Issue 122;Short Fiction 2,38170,,,https://apex-magazine.com/short-fiction/black-box-of-the-terraworms/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nJRfwXC0pO0A8ZCPc9hE-6PQqrc.json,TRUE
qBULIn97GLx5HuZRDIbkbrzkiCc=,The New Girl,Marissa Lingen,2014-11-04,Short Fiction,Apex Magazine;Issue 66;Marissa Lingen;Short Fiction 2;The New Girl,8687,,,https://apex-magazine.com/short-fiction/the-new-girl/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/qbggZD-xADB+spldsDabO3X9QsI.json,TRUE
c0/pA+tHnegtkJ66S52uxWIkqDo=,Brute,Rich Larson,2014-11-04,Short Fiction,Apex Magazine;Brute;Issue 66;Rich Larson;Short Fiction 2,8678,,,https://apex-magazine.com/short-fiction/brute/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JxQA0CfQq2Lo4jPP0RxkAnuJpoQ.json,TRUE
KDzBxhQZa+CYEgCbnatUfmyWhNU=,CUE: Change,Chesya Burke,2011-06-12,Short Fiction,Apex Magazine;Chesya Burke;Cue Change;Issue 25;Lets Play White;Reprint;Short Fiction 2,3842,,,https://apex-magazine.com/short-fiction/cue-change/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nXR5pRmar3aG94JnLMx5xq3ERBY.json,TRUE
h0N00NkuOTJe+AC3TNXRTM3RgY4=,Welcome to Your Authentic Indian Experience™,Rebecca Roanhorse,2017-08-08,Award Nominees;Hugo Award;Nebula Award;Short Fiction;Theodore Sturgeon Memorial Award,Apex Magazine;Apex Readers Choice;Award;Hugo Award;Issue 99;Locus Recommended Story;Nebula Award;Rebecca Roanhorse;Short Fiction 2;Sturgeon Award;Welcome To Your Authentic Indian Experience,13723,,,https://apex-magazine.com/short-fiction/welcome-to-your-authentic-indian-experience/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/-ZOU+bX1CPloFnGV5XYfM93Et0k.json,TRUE
ZchR5veBtVBHCY/v7s9rys+uT60=,Foreclosure,D.J. Cockburn,2015-06-02,Short Fiction,Apex Magazine;Dj Cockburn;Foreclosure;Issue 73;Short Fiction 2,9579,,,https://apex-magazine.com/short-fiction/foreclosure/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/hufXpGeOczEeI2CyHEIvS1xaRGc.json,TRUE
Vn/Pb2R38HuSk7oSanafMUl99HE=,Aunt Dissy’s Policy Dream Book,Sheree Renée Thomas,2017-04-04,Short Fiction,Apex Magazine;Aunt Dissys Policy Dream Book;Issue 95;Novelette;Sheree Renee Thomas;Short Fiction 2,13258,,,https://apex-magazine.com/short-fiction/aunt-dissys-policy-dream-book/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/QdT3HTeKJy7mf6JW10tf-XkfHLA.json,TRUE
JWJsPRZvkYXWKKYTW7UWSY4zeqo=,Gift for the Cutter Man,D. Thomas Minton,2021-09-28,Short Fiction,Apex Magazine;Cw;D Thomas Minton;Gift For The Cutter Man;Issue 125;Short Fiction 2,47983,,,https://apex-magazine.com/short-fiction/gift-for-the-cutter-man/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/QnLoGn7BYRgiyHpjfXf+wBJ47fM.json,TRUE
2sU8pjK1EaaSeFos7GXmrqvzp5I=,Agent of V.A.L.I.S.,Lavie Tidhar,2016-03-01,Short Fiction,Agent Of V A L I S;Apex Magazine;Issue 82;Lavie Tidhar;Novelette;Short Fiction 2,11142,,,https://apex-magazine.com/short-fiction/agent-of-v-a-l-i-s/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ODvm4wLOuKjgEqjaTIpWKcVvQvI.json,TRUE
eyapterQ/Gvi72yMN0779X825Dc=,Advertising at the End of the World,Keffy RM Kehrli,2009-09-08,Short Fiction,Advertising At The End Of The World;Apex Magazine;Issue 3;Keffy R M Kehrli;Short Fiction 2,1328,,,https://apex-magazine.com/short-fiction/advertising-at-the-end-of-the-world/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/pO+XZhJF6C7E3HbdxHaR0aUnBug.json,TRUE
jzSDjlDqbCDbWSYLTcPVIlCzFAA=,Radishes,Nick Wolven,2010-12-07,Short Fiction,Apex Magazine;Issue 19;Nick Wolven;Radishes;Short Fiction 2,3816,,,https://apex-magazine.com/short-fiction/radishes/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1faoHXoXH0+1NSqAtJhDSkS4xtk.json,TRUE
MAwbKjvZui2/06TZuB1Re6v+D+c=,Red Christmas,Lavie Tidhar,2016-12-19,Short Fiction,Apex Magazine;Issue 91;Lavie Tidhar;Red Christmas;Short Fiction 2,12700,,,https://apex-magazine.com/short-fiction/red-christmas/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3ERvZQqW07IH3thfzCxy-f9lz7o.json,TRUE
EUGkKUqWvldFvlqiBYABRvk4B+k=,Secret Life,Jeff VanderMeer,2010-08-29,Short Fiction,Apex Magazine;Issue 15;Jeff Vandermeer;Novelette;Reprint;Secret Life;Short Fiction 2,3798,,,https://apex-magazine.com/short-fiction/secret-life/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/SUpZxE0ZFdCMGK5oZzX1j7sOlIc.json,TRUE
I/f/xaUXvIOTBVB/k/pY3DGz/Rs=,An Unexpected Boon,S.B. Divya,2017-11-07,Award Nominees;Short Fiction,An Unexpected Boon;Apex Magazine;Award;Issue 102;Locus Recommended Story;S B Divya;Short Fiction 2,14046,,,https://apex-magazine.com/short-fiction/an-unexpected-boon/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/mAaEkMs1Ee-NTgsVyEP5365PGpE.json,TRUE
uECLF9uegQl5/crCmpNfC0wElr8=,Liwani,Sydney Paige Guerrero,2023-04-11,Short Fiction,Apex Magazine;Asian And Pacific Islanders Special Issue;Cw;Issue 137;Liwani;Short Fiction 2;Sydney Paige Guerrero,62898,,,https://apex-magazine.com/short-fiction/liwani/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+gvhQsmRC39WMdGFBMkLJ-Pc-Cs.json,TRUE
J7Pnm2YHNn36JaTgBx5wkHElfUw=,Discontinuity,Jared Millet,2021-09-17,Short Fiction,Apex Magazine;Cw;Discontinuity;Issue 125;Jared Millet;Short Fiction 2,47765,,,https://apex-magazine.com/short-fiction/discontinuity/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/6oHO1KA91jZGmHd8GhMZU8nb0S8.json,TRUE
T43GO9iekz5YhA4rXTj873V/DbA=,I Call Upon the Night as Witness,Zahra Mukhi,2021-11-18,Short Fiction,Apex Magazine;Cw;I Call Upon The Night As Witness;Issue 127;Short Fiction 2;Zahra Mukhi,49493,,,https://apex-magazine.com/short-fiction/i-call-upon-the-night-as-witness/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/aS1XwqWXjs0Wwfbk4ib96MadQqs.json,TRUE
UIepXovxSB/cZcJ+IEongL+kSIU=,The Cultist’s Son,Ferrett Steinmetz,2014-04-01,Short Fiction,Apex Magazine;Ferrett Steinmetz;Issue 59;Short Fiction 2;The Cultists Son,7551,,,https://apex-magazine.com/short-fiction/the-cultists-son/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/GZfJw1YziRWskqOzbWeYzj8zsHU.json,TRUE
++SyC/fOjmI5uJbqS5XOfSw3e6g=,She Searches for God in the Storm Within,Khaalidah Muhammad-Ali,2021-04-06,Short Fiction,Cw;Issue 122;Khaalidah Muhammad Ali;Reprint;She Searches For God In The Storm Within;Short Fiction 2,39366,,,https://apex-magazine.com/short-fiction/she-searches-for-god-in-the-storm-within/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/CSqNq1hTbCKlS6o4l-ZtTQJ0tqA.json,TRUE
w4a95i34ZL3c1wM6AzUlSOtaoNk=,Stars So Sharp They Break the Skin,Matthew Sanborn Smith,2018-05-01,Short Fiction,Apex Magazine;Issue 108;Matthew Sanborn Smith;Short Fiction 2;Stars So Sharp They Break The Skin,15013,,,https://apex-magazine.com/short-fiction/stars-so-sharp-they-break-the-skin/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/J9a4uhuI9zJtzZYYskbBBTlUw6U.json,TRUE
MmDIJj9jAzWVFx2+hHhr/s+L5nQ=,The Green Book,Amal El-Mohtar,2010-11-08,Award Nominees;Nebula Award;Short Fiction,Amal El Mohtar;Apex Magazine;Award;Issue 18;Locus Recommended Story;Million Writers Award;Nebula Award;Short Fiction 2;The Green Book,1151,,,https://apex-magazine.com/short-fiction/the-green-book/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/m8HWGBc-C4IGinyyWH1L5+pYcok.json,TRUE
RFOQkFzxZ4HdHu2IVq6HM0naVws=,To Seek Himself Again,Marie Croke,2021-11-02,Short Fiction,Apex Magazine;Cw;Issue 127;Marie Croke;Short Fiction 2;To Seek Himself Again,48959,,,https://apex-magazine.com/short-fiction/to-seek-himself-again/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Qc8hu8T+PiAOXdiU1U1Vrmf8S-g.json,TRUE
QtffGu5tMKubvHweOHDhSRqLzvc=,An Incident at Hellpoint Prime,Norris Black,2021-10-21,Short Fiction,Apex Magazine;Cw;Incident At Hellpoint Prime;Issue 126;Norris Black;Short Fiction 2,48822,,,https://apex-magazine.com/short-fiction/an-incident-at-hellpoint-prime/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tOrMr2cOLj5Urn6tne8JJbWsDR4.json,TRUE
eFNCR+MEzWyJhlvXArpufaC9bsk=,The Bread We Eat in Dreams,Catherynne M. Valente,2011-11-01,Award Nominees;Short Fiction,Apex Magazine;Award;Catherynne M Valente;Issue 30;Locus Recommended Story;Short Story;The Bread We Eat In Dreams,3878,,,https://apex-magazine.com/short-fiction/the-bread-we-eat-in-dreams/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/HkfX+YKlJcdBQoxGiHgvusAQnos.json,TRUE
14LlEyU8BhlhU19s/gIRKcUNI8w=,The Creature in Your Neighborhood,Jim C. Hines,2013-11-05,Short Fiction,Apex Magazine;Issue 54;Jim C Hines;Reprint;Short Fiction 2;The Creature In Your Neighborhood,6815,,,https://apex-magazine.com/short-fiction/the-creature-in-your-neighborhood/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/UoaUQoWTCETHzpi6ebtuFU0nckU.json,TRUE
OTWMogyV395cxnk5xNeDjtUbZbk=,When You’re Ready,M. Ian Bell,2018-07-03,Short Fiction,Apex Magazine;Issue 110;M Ian Bell;Short Fiction 2;When Youre Ready,15313,,,https://apex-magazine.com/short-fiction/when-youre-ready/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3vbCuN3JVhFunNs8cyNesKU+GLw.json,TRUE
WFCFXsG6BTy6UmvNMOBK4V/lktg=,Untilted,KA Teryna,2017-11-14,Short Fiction,Apex Magazine;Issue 102;K A Teryna;Short Fiction 2;Untilted,14145,,,https://apex-magazine.com/short-fiction/untilted/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/WqN0cMkae1+lbdd1dV+ewHkUE78.json,TRUE
N10gP/6RFB8Sr5yNOROAcxYPlis=,The Skinless Man Counts to Five,Paul Jessup,2022-09-27,Short Fiction,Apex Magazine;Cw;Issue 133;Paul Jessup;Short Fiction 2;The Skinless Man Counts To Five,58565,,,https://apex-magazine.com/short-fiction/the-skinless-man-counts-to-five/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/pntO9EjO+vv7BkcC+BT3kTi7OKw.json,TRUE
oSGz6m/MCH+GiudQq6rutUncfeI=,Sky Boys,Kameron Hurley,2022-08-16,Short Fiction,Apex Magazine;Issue 132;Kameron Hurley;Reprint;Short Fiction 2;Sky Boys,58056,,,https://apex-magazine.com/short-fiction/sky-boys/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/UjD+GO8vygsJVwcYkcd14Oa2bgI.json,TRUE
b81yWuSk5swntQTDhDV3KlFhIHQ=,A Love That Burns Hot Enough to Last: Deleted Scenes from a Documentary,Sam J. Miller,2021-03-23,Short Fiction,A Love That Burns Hot Enough To Last;Apex Magazine;Cw;Sam J Miller;Short Fiction 2,38283,,,https://apex-magazine.com/short-fiction/a-love-that-burns-hot-enough-to-last-deleted-scenes-from-a-documentary/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/UyYMjaxvf071+d+3FaMuTipo99k.json,TRUE
Tg2ycQeDSL2Erwm0KLuLj0IIijQ=,The Salt Path,Marissa Lingen,2014-06-03,Short Fiction,Apex Magazine;Issue 61;Marissa Lingen;Short Fiction 2;The Salt Path,7795,,,https://apex-magazine.com/short-fiction/the-salt-path/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1zBLzaO5rvYxhE73inndQy8q-Hs.json,TRUE
u5YpF/kADW3QdCy1rdIOAwufNHQ=,The Great Train Robbery,Lavie Tidhar,2019-01-08,Short Fiction,Apex Magazine;Issue 116;January 2019;Lavie Tidhar;Short Fiction 2;The Great Train Robbery,16093,,,https://apex-magazine.com/short-fiction/the-great-train-robbery/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/O9gzokKDMl31XkUWyJ6F1DtdUiQ.json,TRUE
sk/IUeWqq++NzmMC5oVGJ0zgs+E=,Karina Who Kissed Spacetime,Indrapramit Das,2013-06-04,Short Fiction,Apex Magazine;Indrapramit Das;Issue 49;Karina Who Kissed Spacetime;Short Fiction 2,6115,,,https://apex-magazine.com/short-fiction/karina-who-kissed-spacetime/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/y+jJaTInEQrdZGx6R7D93PFK-8w.json,TRUE
