fingerprint,title,author,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
6tCVlN83ohVsV98SV6FeX6mL6dk=,Slow,Lia Swope Mitchell,2015-04-07,Short Fiction,Apex Magazine;Issue 71;Lia Swope Mitchell;Short Fiction 2;Slow,9409,,,https://apex-magazine.com/short-fiction/slow/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fXmITZxz7c5tqxgimch8tCmvwGg.json,TRUE
u/etUnWt1yMWKdVQ5EPrzBbalGk=,The Face of Heaven So Fine,Kat Howard,2013-02-05,Short Fiction,Apex Magazine;Issue 45;Kat Howard;Short Fiction 2;The Face Of Heaven So Fine,4885,,,https://apex-magazine.com/short-fiction/the-face-of-heaven-so-fine/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/VtWwDoab1im+T456abQM6nDKox8.json,TRUE
VLVGxVO5a0Q2///EdP17sqK3ZKk=,In the Garden of Ibn Ghazi,Molly Tanzer,2022-03-17,Short Fiction,Apex Magazine;In The Garden Of Ibn Ghazi;Issue 130;Molly Tanzer;Reprint;Short Fiction 2,53269,,,https://apex-magazine.com/short-fiction/in-the-garden-of-ibn-ghazi/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/HwMX+vchnPgEzQ7HyPLlUXrFrxU.json,TRUE
LoeJldT+YE8La2li/CjtC+TFUaQ=,Skinny Charlie’s Orbiting Teepee,Pamela Rentz,2017-08-15,Short Fiction,Apex Magazine;Issue 99;Pamela Rentz;Short Fiction 2;Skinny Charlies Orbiting Teepee,13774,,,https://apex-magazine.com/short-fiction/skinny-charlies-orbiting-teepee/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/90aLVnPjgiEeIpzeKv8I7M4TSeQ.json,TRUE
bDOaSDgzjV/e8Ud4pC912hPGSVo=,Ten Steps for Effective Mold Removal,Derrick Boden,2022-09-20,Short Fiction,Apex Magazine;Cw;Derrick Boden;Issue 133;Short Fiction 2;Ten Steps For Effective Mold Removal,58494,,,https://apex-magazine.com/short-fiction/ten-steps-for-effective-mold-removal/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Oscpql+Cow7yuu+SSnPaNwCTe04.json,TRUE
PK3IbiN5rrymkeVoQT27CVxqCyM=,"Notes to a Version of Myself, Hidden in Symphonie fantastique Scores Throughout the Multiverse",Aimee Picchi,2022-07-12,Short Fiction,Aimee Picchi;Apex Magazine;Issue 132;Notes To A Version Of Myself;Short Fiction 2,55837,,,https://apex-magazine.com/short-fiction/notes-to-a-version-of-myself-hidden-in-symphonie-fantastique-scores-throughout-the-multiverse/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Pn9qMN3om8O4YtXwrrM1P2QF-dY.json,TRUE
OMGwgswG2r56fJ1laoyXp+lydXo=,You Too Shall Be Psyche,Rich Larson,2017-02-20,Short Fiction,Apex Magazine;Issue 93;Rich Larson;Short Fiction 2;You Too Shall Be Psyche,13020,,,https://apex-magazine.com/short-fiction/you-too-shall-be-psyche/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/59HHZGrwCuSmJUKgEjtfy0EnVWo.json,TRUE
kPr/ToM0LffDFlnb3z17Wr+Bjyk=,Hoodie,Tonya Liburd,2022-05-03,Short Fiction,Apex Magazine;Cw;Hoodie;Issue 131;Short Fiction 2;Tonya Liburd,53536,,,https://apex-magazine.com/short-fiction/hoodie/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/St2KuoJ5bkRGmFtwpGufa06vOKM.json,TRUE
X7H/ccr0gQAz4A/veHmTcYxCoU0=,"La Ciguapa, For the Reeds, For Herself",J M Guzman,2018-08-16,Short Fiction,Apex Magazine;Issue 111;J M Guzman;La Ciguapa For The Reeds For Herself;Short Fiction 2,15527,,,https://apex-magazine.com/short-fiction/la-ciguapa-for-the-reeds-for-herself/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4L06jZci7sMh+8pgKjywldgEq6o.json,TRUE
SWaNCjIZyrv2xOvSO5Juom0Fw+s=,A Siren’s Cry Is a Song of Sorrow,stina-leicht,2018-09-25,Short Fiction,A Sirens Cry Is A Song Of Sorrow;Apex Magazine;Issue 112;Short Fiction 2;Stina Leicht,15684,,,https://apex-magazine.com/short-fiction/a-sirens-cry-is-a-song-of-sorrow/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/d28KedOOcPXciGG5y6PHNvinBhU.json,TRUE
ycHhRiMqCk8qToQaZCa2YrGW7rg=,Dispatches from the Revolution,Pat Cadigan,2014-01-07,Short Fiction,Apex Magazine;Dispatches From The Revolution;Issue 56;Pat Cadigan;Reprint;Short Fiction 2,7223,,,https://apex-magazine.com/short-fiction/dispatches-from-the-revolution/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/eL1yXzQ5mKLScW+rZx5JEGm-QuI.json,TRUE
XoRGb+DUV2L4lFERNLXs74WR990=,Irregularity,Rachel Harrison,2018-03-06,Short Fiction,Apex Magazine;Irregularity;Issue 106;Rachel Harrison;Short Fiction 2,14683,,,https://apex-magazine.com/short-fiction/irregularity/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tmbvxa7JcoGwAabUiQODLRsjE6Q.json,TRUE
zV10ImBFiTywO6GDGoNp3X1ATis=,Find Me,Isabel Yap,2015-09-01,Short Fiction,Apex Magazine;Find Me;Isabel Yap;Issue 76;Short Fiction 2,9882,,,https://apex-magazine.com/short-fiction/find-me/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/xbCWtwM2wtNlFABQ4pKOJKhSU6s.json,TRUE
T4YTeBtuV9bnZjzpjWz0cBnuRMU=,Learning to Accept What’s to Come,Scott Edelman,2022-12-20,Short Fiction,Apex Magazine;Cw;Issue 134;Learning To Accept Whats To Come;Scott Edelman;Short Fiction 2,60750,,,https://apex-magazine.com/short-fiction/learning-to-accept-whats-to-come/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rOrYn1eM9uQ8wNJvGS8IIjtWhuo.json,TRUE
m2XcmKoS+BNk+yoKi0ffzf9lNLo=,A Sister’s Weight in Stone,JY Yang,2015-05-05,Short Fiction,A Sisters Weight In Stone;Apex Magazine;Issue 72;Jy Yang;Short Fiction 2,9500,,,https://apex-magazine.com/short-fiction/a-sisters-weight-in-stone/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/sGUl+bgqrVQEaZ6KFL8RZFxXh1g.json,TRUE
Gqy1R78QX3tXKde6HphAu6pLXko=,While the Black Stars Burn,Lucy A. Snyder,2017-09-28,Short Fiction,Apex Magazine;Issue 100;Lucy A Snyder;Short Fiction 2;While The Black Stars Burn,13926,,,https://apex-magazine.com/short-fiction/while-the-black-stars-burn/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/9l6JAFj-LL6cikB-0DTX7YMSnlc.json,TRUE
ABpvOjMJha3PtrwFFystyJGFxgM=,What Una Loves,Rich Larson,2022-01-25,Short Fiction,Apex Magazine;Cw;Issue 129;Rich Larson;Short Fiction 2;What Una Loves,52507,,,https://apex-magazine.com/short-fiction/what-una-loves/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/holXmNwit1cQgGFXliMY7FLa9UU.json,TRUE
NhmJEEFsLBxyrF3PBagbJjWNkIs=,Sister Twelve: Confessions of a Party Monster,Christopher Barzak,2013-08-06,Short Fiction,Apex Magazine;Christopher Barzak;Issue 51;Reprint;Short Fiction 2;Sister Twelve Confessions Of A Party Monster,6490,,,https://apex-magazine.com/short-fiction/sister-twelve-confessions-of-a-party-monster/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/y4IXinh5Bu0nFWlKuofpnPXQR7M.json,TRUE
K3anzH6PZriBtqQOeVgpCPcC+Qc=,Dolly,Elizabeth Bear,2016-03-22,Short Fiction,Apex Magazine;Dolly;Elizabeth Bear;Issue 82;Reprint;Short Fiction 2,11265,,,https://apex-magazine.com/short-fiction/dolly/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/S8HoCbq49RY6m6bXSlaNnrNHCzc.json,TRUE
E8ZvDjfhAm8MX9PUjVZVAjhxfXM=,Master Brahms,Storm Humbert,2018-11-20,Short Fiction,Apex Magazine;Issue 114;Master Brahms;Short Fiction 2;Storm Humbert,15885,,,https://apex-magazine.com/short-fiction/master-brahms/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fy2SSDsCQeyjWxbuAvZIN+p1pCU.json,TRUE
4AugCCDR/VVKSTZlNM488Sfer9c=,Sexagesimal,Katharine EK Duckett,2012-09-04,Short Fiction,2012 Story Of The Year 2;Apex Magazine;Issue 40;Katharine E K Duckett;Sexagesimal;Short Fiction 2,1979,,,https://apex-magazine.com/short-fiction/sexagesimal/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7xetxYNzl65OB5FdJED9wcYDbQ0.json,TRUE
sCcO0MZIzQJF2p/q0rmvBFo0PwY=,Blessed Are the Hungry,Victor Fernando R. Ocampo,2014-07-01,Short Fiction,Apex Magazine;Blessed Are The Hungry;Issue 62;Short Fiction 2;Victor Fernando R Ocampo,7886,,,https://apex-magazine.com/short-fiction/blessed-are-the-hungry/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3lijO5ZPK+GA5IcMJwKX6GYyx8A.json,TRUE
SJQD+HySOrN4Wum1sYIqA7VnCxw=,Anarchic Hand,Andy Dudak,2015-01-06,Short Fiction,Anarchic Hand;Andy Dudak;Apex Magazine;Issue 68;Short Fiction 2,8951,,,https://apex-magazine.com/short-fiction/anarchic-hand/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/QDyHJfMs78pU2O7WkmCgQXnb9-g.json,TRUE
ouNOT9ia47Y7B7xXL4KwW+LrkIo=,"Lehr, Rex",Jay Lake,2012-03-06,Short Fiction,Apex Magazine;Issue 34;Jay Lake;Lehr Rex;Reprint;Short Fiction 2,3912,,,https://apex-magazine.com/short-fiction/lehr-rex/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/qXLJ4DRgvoVVR31tkZzs7rEtVKk.json,TRUE
M+9FsiHydP2jQRJjutHqlP/cD64=,Cold Iron Comfort,Hayley Stone,2019-02-19,Short Fiction,Apex Magazine;Cold Iron Comfort;February 2019;Hayley Stone;Issue 117;Short Fiction 2,16244,,,https://apex-magazine.com/short-fiction/cold-iron-comfort/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rSatvdFX8EHt2uCkBHbivizzqhk.json,TRUE
ZEpZ/E13OmuXzzgBuqkc3MwqWLo=,Soursop,Chikodili Emelumadu,2016-01-18,Short Fiction,Apex Magazine;Chikodili Emelumadu;Issue 80;Short Fiction 2;Soursop,10830,,,https://apex-magazine.com/short-fiction/soursop/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/DX8SYbEEHvGBMfpbk26z-iW5zWE.json,TRUE
HHDYxgj838vZN3n3y1GBkn72PAc=,"Child, Funeral, Thief, Death",Tade Thompson,2015-09-01,Short Fiction,Apex Magazine;Child Funeral Thief Death;Issue 76;Short Fiction 2;Tade Thompson,9870,,,https://apex-magazine.com/short-fiction/child-funeral-thief-death/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ifbTc+EXZAx0iUri2ieflnPo4sk.json,TRUE
Q9ko1cAdJ3qLtEAIJStM+H/MhfI=,Mad Hamlet’s Mother,Patricia C. Wrede,2013-02-05,Short Fiction,Apex Magazine;Issue 45;Mad Hamlets Mother;Patricia C Wrede;Short Fiction 2,4880,,,https://apex-magazine.com/short-fiction/mad-hamlets-mother/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Uj42ZM2N66jOlXm3PTy7XhHCUjo.json,TRUE
34nJ2j1+HAQiIWt7H99y3UNi6Xo=,All Things to All People,D.K. Thompson,2015-10-20,Short Fiction,All Things To All People;Apex Magazine;D K Thompson;Issue 77;Short Fiction 2,10035,,,https://apex-magazine.com/short-fiction/all-things-to-all-people/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Rj3GIJCLZHRX8z1Jg14MMh18iAQ.json,TRUE
aeeOIPcF2VIy6wBLS5WMhgeKnX0=,The Flowering of Peace,Murtaza Mohsin,2023-04-20,Short Fiction,Apex Magazine;Asian And Pacific Islanders Special Issue;Cw;Issue 137;Murtaza Mohsin;Short Fiction 2;The Flowering Of Peace,62953,,,https://apex-magazine.com/short-fiction/the-flowering-of-peace/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/mM3jBFkYIjTBrTpLst713dxZOX8.json,TRUE
WWUYFx//KB5/B803s+09df8qgpk=,Armless Maidens of the American West,Genevieve Valentine,2012-08-07,Short Fiction,Apex Magazine;Armless Maidens Of The American West;Genevieve Valentine;Issue 39;Short Fiction 2,3938,,,https://apex-magazine.com/short-fiction/armless-maidens-of-the-american-west/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Kyp11akmWty6--JcRZ+hB5KStX4.json,TRUE
vpvlyC8NkzI4FTDsEaqQTRnkf0c=,Mother Jones and the Nasty Eclipse,Cherie Priest,2018-05-15,Short Fiction,Apex Magazine;Cherie Priest;Issue 108;Mother Jones And The Nasty Eclipse;Short Fiction 2,15096,,,https://apex-magazine.com/short-fiction/mother-jones-and-the-nasty-eclipse/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/0w0yHuNvZX7oopebpcUSzE1rlSU.json,TRUE
NP0+/hL7FLxWGRxdsVfUvEoBLSM=,What I Am,Tom Piccirilli,2014-10-07,Short Fiction,Apex Magazine;Issue 65;Reprint;Short Fiction 2;Tom Piccirilli;What I Am,8610,,,https://apex-magazine.com/short-fiction/what-i-am/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YM2i1vZ0fj6El46hLODGK0hqor8.json,TRUE
IsXJN1PwG4I6LkdkwauQWfvXKLs=,The Trip,Mari Kurisato,2017-08-22,Short Fiction,Apex Magazine;Issue 99;Mari Kurisato;Short Story;The Trip,13784,,,https://apex-magazine.com/short-fiction/the-trip/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2RaWOPp7Xss7Omrc-uJzC5xowC4.json,TRUE
UqCHaOK63a/5OAlaol46IjZkEag=,A Monster in the Shape of a Boy,Hannah Yang,2022-05-10,Short Fiction,A Monster In The Shape Of A Boy;Apex Magazine;Hannah Yang;Issue 131;Short Fiction 2,53608,,,https://apex-magazine.com/short-fiction/a-monster-in-the-shape-of-a-boy/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2l3YqrCinYiU3F+DJR6pZ95qfH4.json,TRUE
ZS/YsRZVIWWz4sNW26eQ0c5NzoM=,"Next Station, Shibuya",Iori Kusano,2017-01-06,Short Fiction,Apex Magazine;Iori Kusano;Issue 92;Next Station Shibuya;Short Fiction 2,12783,,,https://apex-magazine.com/short-fiction/next-station-shibuya/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/AsJvGwu-KZc8ZFcDOqWV28hABKg.json,TRUE
ensaawIrz3o0C3c3vFugT1fKs5k=,"Requiem, for Solo Cello",Damien Angelica Walters,2015-02-03,Short Fiction,Apex Magazine;Damien Angelica Walters;Issue 69;Requiem For Solo Cello;Short Fiction 2,9121,,,https://apex-magazine.com/short-fiction/requiem-for-solo-cello/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/nxTDlN-ZMYcYh+wo+RNGZfclVQY.json,TRUE
H2Dl2SIwP1XRpjzHJADBmH+d78A=,A Witch’s Guide to Escape: A Practical Compendium of Portal Fantasies,Alix E. Harrow,2018-02-06,Award Nominees;Hugo Award;Nebula Award;Short Fiction;Wsfa Small Press Award,A Witchs Guide To Escape A Practical Compendium Of Portal Fantasies;Alix E Harrow;Apex Magazine;Apex Readers Choice;Award;Eugie Award;Hugo Award;Ignotus Award;Issue 105;Locus Recommended Story;Nebula Award;Short Fiction 2;Wsfa Award,14523,,,https://apex-magazine.com/short-fiction/a-witchs-guide-to-escape-a-practical-compendium-of-portal-fantasies/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/x7+tcjFXssCryva2xOYmzSLKzC8.json,TRUE
f3zOUaxYOTVGBMyGT7nBcCjtFd0=,Remembery Day,Sarah Pinsker,2015-05-05,Short Fiction,Apex Magazine;Issue 72;Remembery Day;Sarah Pinsker;Short Fiction 2,9482,,,https://apex-magazine.com/short-fiction/remembery-day/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/3z6jOBnR8oqaaDhVFY9oBEmZYMw.json,TRUE
L043gdwFoVoYF7b5+akdycE0op8=,Eilam Is Forever,Beth Dawkins,2021-07-06,Short Fiction,Apex Magazine;Beth Dawkins;Cw;Eilam Is Forever;Issue 124;Short Fiction 2,44131,,,https://apex-magazine.com/short-fiction/eilam-is-forever/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/O468y1D0K6x6ntdRM83UeB-NAf4.json,TRUE
MOl1h/bq8vMXaBmwwxbuBAcHpiM=,Mishpokhe and Ash,Sydney Rossman-Reich,2021-05-24,Short Fiction,Apex Magazine;Cw;Issue 123;Mishpokhe And Ash;Short Fiction 2;Sydney Rossman Reich,40885,,,https://apex-magazine.com/short-fiction/mishpokhe-and-ash/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1xmCYrz874mKWMpdgvW9YNKCKJU.json,TRUE
OK8vmNf7Z6kUB4hXHV+aY7PrrMU=,"A Raggy Dog, a Shaggy Dog",Nalo Hopkinson,2011-02-05,Short Fiction,A Raggy Dog A Shaggy Dog;Apex Magazine;Issue 21;Nalo Hopkinson;Reprint;Short Fiction 2,3833,,,https://apex-magazine.com/short-fiction/a-raggy-dog-a-shaggy-dog/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/yST0Pgis7ZGMZRgmINVremSskkE.json,TRUE
yEz54wqGGbhWkwdidB4DflmXsl0=,Bones of the World,jennifer-hykes,2016-01-21,Short Fiction,Apex Magazine;Bones Of The World;Issue 80;Jennifer Hykes;Short Fiction 2,10845,,,https://apex-magazine.com/short-fiction/bones-of-the-world/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/OWfSEzT1b7VRGEX7YxahA-Hpmwo.json,TRUE
p/MgCvVYhP1fPDZs4XSxOd8gWN8=,The Niddah,Elana Gomel,2021-01-12,Short Fiction,Cw;Elana Gomel;Issue 121;Short Fiction 2;The Niddah,37110,,,https://apex-magazine.com/short-fiction/the-niddah/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4k2NUNExOIIlz3W2s7BTpxsqYgc.json,TRUE
bNtrReBvuY+ht8D7qEzt28oxZow=,In the Dark,Ian Nichols,2012-06-05,Short Fiction,Apex Magazine;Ian Nichols;In The Dark;Issue 37;Short Fiction 2,1743,,,https://apex-magazine.com/short-fiction/in-the-dark/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/r9nYWibcPX0G-KMNcSfMPxHJxEw.json,TRUE
QUog6LECEEauyCOIQMPkspE9etA=,Foreknowledge,Mary E. Lowd,2015-02-03,Short Fiction,Apex Magazine;Cw;Foreknowledge;Issue 69;Mary E Lowd;Short Fiction 2,9129,,,https://apex-magazine.com/short-fiction/foreknowledge/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/8zs0i8MHXUK57s23eqbYNOcGgh8.json,TRUE
jUvKUeIIrtWE7v4Db3QUbxm+gEc=,The Days of Flaming Motorcycles,Catherynne M. Valente,2010-04-07,Award Nominees;Short Fiction;Wsfa Small Press Award,Apex Magazine;Award;Catherynne M Valente;Issue 12;Short Fiction 2;The Days Of Flaming Motorcycles;Wsfa Award,4546,,,https://apex-magazine.com/short-fiction/the-days-of-flaming-motorcycles/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/O4XtbvqUzQLtwwwfz1bxrpqTmXg.json,TRUE
yK59Vmq/X5Nvox/uGILJ4sbevys=,Henrietta’s Garden,Rebecca Kaplan,2014-12-02,Short Fiction,Apex Magazine;Henriettas Garden;Issue 67;Rebecca Kaplan;Short Fiction 2,8819,,,https://apex-magazine.com/short-fiction/henriettas-garden/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4PSbfgr+2z8MbAjGy8JEnbymAtQ.json,TRUE
7cYAdC3pBRuhmMYWNbDehQamSSc=,The Open-Hearted,Lettie Prell,2016-01-11,Short Fiction,Apex Magazine;Issue 80;Lettie Prell;Short Fiction 2;The Open Hearted,10780,,,https://apex-magazine.com/short-fiction/the-open-hearted/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/eQ8wfKfaSzeMZQssMLRS8mL6PLI.json,TRUE
c9cBfkzXVhgyMJkn/bxdM5z0EIY=,Courtship in the Country of Machine–Gods,Benjanun Sriduangkaew,2014-07-01,Short Fiction,Apex Magazine;Benjanun Sriduangkaew;Courtship In The Country Of Machine Gods;Issue 62;Short Fiction 2,7907,,,https://apex-magazine.com/short-fiction/courtship-in-the-country-of-machine-gods/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/UGwED1z9Hh8dA5RBJ+0XFhHRAh4.json,TRUE
76EW7BcZNVJFW7IDcoKtBFAMju0=,The Warrior Boy Who Would Not Suffer,Abhinav Bhat,2016-09-06,Short Fiction,Abhinav Bhat;Apex Magazine;Issue 88;Short Fiction 2;The Warrior Boy Who Would Not Suffer,12191,,,https://apex-magazine.com/short-fiction/the-warrior-boy-who-would-not-suffer/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/wTJw+6sU9R8Yme5Jv128l2ujF4g.json,TRUE
PF3n3KB5oxAQhFBFiIi8CI51IWE=,The Chaos Magician’s Mega Chemistry Set,Nnedi Okorafor,2012-05-01,Short Fiction,Apex Magazine;Issue 36;Nnedi Okorafor;Reprint;Short Fiction 2;The Chaos Magicians Mega Chemistry Set,3928,,,https://apex-magazine.com/short-fiction/the-chaos-magicians-mega-chemistry-set/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/hOa8aI2BkOk-dN3IAF7mJOKNppM.json,TRUE
S/Q7qCUTZjNCKYjxdw9zGMP7JrE=,The Immortal Game,Lindz McLeod,2023-01-24,Short Fiction,Apex Magazine;Cw;Issue 135;Lindz Mcleod;The Immortal Game,61616,,,https://apex-magazine.com/short-fiction/the-immortal-game/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/dKFvT7YwmfcmqKDqNzP6-Qik3HQ.json,TRUE
e105dlnOtclp+0YMg3Eyk2NF1QE=,To Dream of Stars: An Astronomer’s Lament,Peter M. Ball,2009-10-05,Short Fiction,Apex Magazine;Issue 4;Peter M Ball;Short Fiction 2;To The Stars An Astronomers Lament,1368,,,https://apex-magazine.com/short-fiction/to-dream-of-stars-an-astronomers-lament/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/krCrhNxs8bvcAfivfGIFTwyiOXA.json,TRUE
BcNzXZwp6rprZpgLIEJpT12Bkvw=,Unboxing,Lavie Tidhar,2023-03-14,Short Fiction,Apex Magazine;Cw;Lavie Tidhar;Short Fiction 2,61992,,,https://apex-magazine.com/short-fiction/unboxing/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/IfvR+p2eNE3qAaFlSX1oBeHYRIs.json,TRUE
Utrq3D41KvoYMZkVIjlgBKzoSYg=,Barefoot and Midnight,Sheree Renée Thomas,2021-03-09,Short Fiction,Apex Magazine;Barefood And Midnight;Cw;Issue 122;Sheree Renee Thomas;Short Fiction 2,38020,,,https://apex-magazine.com/short-fiction/barefoot-and-midnight/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+K6ohdywAHmBW8aKGMxv0fCsxOA.json,TRUE
yuQVTNSRDtwdyPP5EkvPA1TJpZE=,The Edge of Things,Katharine EK Duckett,2017-12-07,Short Fiction,Apex Magazine;Issue 103;Katharine E K Duckett;Short Fiction 2;The Edge Of Things,14230,,,https://apex-magazine.com/short-fiction/the-edge-of-things/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/lPHvbpy5nZZuyO1kdkuLngxtwgE.json,TRUE
d3rm8x5AdTQV8UBuMlITzWy+UrM=,Tight Little Stitches in a Dead Man’s Back,Joe R. Lansdale,2013-05-07,Short Fiction,Apex Magazine;Issue 48;Joe R Lansdale;Reprint;Short Fiction 2;Tight Little Stitches In A Dead Mans Back,5224,,,https://apex-magazine.com/short-fiction/tight-little-stitches-in-a-dead-mans-back/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7SAPt9bLfep26CMpREHSp+wZ0-8.json,TRUE
eZOK2mNIoViOMB4+vkfimRap6L8=,Namasté Prime,Grá Linnaea,2011-09-06,Short Fiction,Apex Magazine;Gra Linnaea;Issue 28;Namaste Prime;Short Fiction 2,3851,,,https://apex-magazine.com/short-fiction/namaste-prime-2/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/5WoeUhqQZKCbVr1As-W58n8Uw+Q.json,TRUE
pJ86U06bNMdNFw/YqV+ixnc2c9Y=,Horizontal Rain,Mary Robinette Kowal,2010-03-07,Short Fiction,Apex Magazine;Horizontal Rain;Issue 10;Mary Robinette Kowal;Reprint;Short Fiction 2,4506,,,https://apex-magazine.com/short-fiction/horizontal-rain/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/K6LpdLHoM1coDoq5vXtwOQRAW2k.json,TRUE
/rAvACERyYxHoe9qYDCbgt8QEdg=,"She Gave Her Heart, He Took Her Marrow",Sam Fleming,2015-12-01,Short Fiction,Apex Magazine;Issue 79;Sam Fleming;She Took His Heart He Took Her Marrow;Short Fiction 2,10593,,,https://apex-magazine.com/short-fiction/she-gave-her-heart-he-took-her-marrow/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/V2uqy7g6tASk+Xws63ycp0vceNw.json,TRUE
TAZVuDF3kh1B2jdcno149vU4peA=,My Struggle,Lavie Tidhar,2017-10-10,Short Fiction,Apex Magazine;Issue 101;Lavie Tidhar;My Struggle;Short Fiction 2,13972,,,https://apex-magazine.com/short-fiction/my-struggle/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/q5sGmq8cdd0QZN93jhcLEq7oPOM.json,TRUE
nQXebfoeB9ZMl1fZ1N3620SeGZ0=,The Eight-Thousanders,Jason Sanford,2021-03-11,Short Fiction,Apex Magazine;Cw;Issue 122;Jason Sanford;Reprint;Short Fiction 2;The Eight Thousanders,38059,,,https://apex-magazine.com/short-fiction/the-eight-thousanders/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/WFXYzApNRgKFxCQTyENRSt2WgPk.json,TRUE
n45pMETfu9bw255HFoRkjoaSw9E=,A Letter to Santa,Melanie Rees,2015-12-17,Short Fiction,A Letter To Santa;Apex Magazine;Issue 79;Melanie Rees;Short Fiction 2,10675,,,https://apex-magazine.com/short-fiction/a-letter-to-santa/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/azNN1v5DUvhCuyLnTaps46go624.json,TRUE
cuobUSHCHQfQlFG55IaYPAORadk=,Holiday Horrors: Feast or Famine Rulebook,Anna Madden,2022-10-06,Short Fiction,Anna Madden;Apex Magazine;Feast Or Famine Rulebook;Holiday Horrors;Issue 133,58646,,,https://apex-magazine.com/short-fiction/holiday-horrors-feast-or-famine-rulebook/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/gAXhLdjAbZFY-HoMLlhhMIeIevg.json,TRUE
IfdADa8nO4TiOJzyFsFpitTIEPM=,Chorus of Whispers,Sarah Hans,2022-08-23,Short Fiction,Apex Magazine;Chorus Of Whispers;Cw;Issue 132;Sarah Hans;Short Fiction 2,58189,,,https://apex-magazine.com/short-fiction/chorus-of-whispers/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/I+lZwheJaSi27tPy7pYaJ2Lx+AU.json,TRUE
