fingerprint,title,author,date,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
iHfBY5MYALB5dGwcj7E7nGNwYq0=,Where the Prayers Run Like Weeds Along the Road,Fred Coppersmith,2022-02-22,,,,,,https://www.bourbonpenn.com/issue/26/where-the-prayers-run-like-weeds-along-the-road-by-fred-coppersmith,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/7KJ9KDumBJWJw4qYMpUL-nAEWDo.json,TRUE
4uLhPUiqpgcF6redUlGih1g8wSM=,The Replacement,Mark Pantoja,2020-03-01,,,,,,https://www.bourbonpenn.com/issue/20/the-replacement-by-mark-pantoja,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/W2dVx6H9Pa3NMVSpF844RRdNtZk.json,TRUE
VCf3FQ+EeHJKFd2rpyISFTNKm4I=,"Seer of Visions, Eater of Glass",Jon P. Straface,2014-02-01,,,,,,https://www.bourbonpenn.com/issue/9/seer-of-visions-eater-of-glass-by-jon-p-straface,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/1TgI9lI7HWEESrf3AoazOo5v5OU.json,TRUE
NXSQ0WauKXR4iix3t78bEKeCoEg=,A Better Place,Jamie Schultz,2017-09-01,,,,,,https://www.bourbonpenn.com/issue/14/a-better-place-by-jamie-schultz,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/JgNeyXRAklOLUEdoNHH1xruj3eQ.json,TRUE
8VT1pmq122huFIurCzEKydZuGUo=,Intuition,Holly Day,2016-11-01,,,,,,https://www.bourbonpenn.com/issue/12/intuition-by-holly-day,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/wc4c7gL8PihrpEQeNT6UHYNSwSs.json,TRUE
DMM+zfXJ0b5lznVZfPdzWiOJeO8=,The Long Walk,R.D. Kimball,2011-11-01,,,,,,https://www.bourbonpenn.com/issue/3/the-long-walk-by-r-d-kimball,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/PGvcHGdaJgRBFMq2FNCwjBViw7I.json,TRUE
CvWb2FZa8+xSCK8VVfUQi1pT1AA=,Unnamed Government Agency,Josh Pearce,2020-07-01,,,,,,https://www.bourbonpenn.com/issue/21/unnamed-government-agency-by-josh-pearce,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/-Bq3c4PAu3rFLVbespOg5E0-U9I.json,TRUE
03/THguo4oLoq8N1XO4qH0xzmGY=,These are Juno’s First Words,Saul Lemerond,2019-07-01,,,,,,https://www.bourbonpenn.com/issue/18/these-are-junos-first-words-by-saul-lemerond,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/LkN06tLIQ8-HE+krByiQbJTXZio.json,TRUE
nzzyEyn4FzRRgpvcE3ETgO5YakM=,Fletcher Finds His Flight,Nathan Durfee,2017-04-01,,,,,,https://www.bourbonpenn.com/issue/13/cover-art-fletcher-finds-his-flight-by-nathan-durfee,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/PKY+qH0ZXScpfWKDfuCgkm+asXw.json,TRUE
IessANtRWF4kzO75KY2TbgrEt1s=,Swim Wants to Know If It's as Bad as Swim Thinks,Paul Tremblay,2013-11-01,,,,,,https://www.bourbonpenn.com/issue/8/swim-wants-to-know-by-paul-tremblay,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/6FuWksetqNeq1nxGeWycd-bqF-8.json,TRUE
LmRkk7hu9i1Ueobs4p9/WWcf9TE=,Each Time I Set Foot in That House,Jan Stinchcomb,2022-02-22,,,,,,https://www.bourbonpenn.com/issue/26/each-time-i-set-foot-in-that-house-by-jan-stinchcomb,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/XHUx2LYEAx685d+lCshC78oZVTE.json,TRUE
Va/c8BTjsznzjJ2KIluKmPz7w6w=,Girl Who Cried Flowers,Dylan Babb,2013-01-23,,,,,,https://www.bourbonpenn.com/issue/8/girl-who-cried-flowers-by-dylan-babb,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/oNwJFvOEZ7tz2OnjPzZkfqqUBig.json,TRUE
d4PiF+3ue73hOyhAdVFfpKqz+A0=,The Dead Are Not,Stephen Graham Jones,2014-02-01,,,,,,https://www.bourbonpenn.com/issue/9/the-dead-are-not-by-stephen-graham-jones,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/cawGHC7gq5pz3YIhSIh2EafY8Ik.json,TRUE
26GeRd3oNAQYyfgfI328SdzHBsM=,The Lawman’s Boy,Setsu Uzumé,2019-11-01,,,,,,https://www.bourbonpenn.com/issue/19/the-lawmans-boy-by-setsu-uzume,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/hgUrbjLtB1wPqLK51upxAkcye50.json,TRUE
EKzrsSFtai5GoT7axZHPbIGg2EU=,Strange Mechanisms,A.L. Rowser,2018-03-01,,,,,,https://www.bourbonpenn.com/issue/15/strange-mechanisms-by-a-l-rowser,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/AXD7wzYbFCgdrMcZn7LuQvWtZ-k.json,TRUE
WQGKj8BOhLVuP6i31KqS5mQj+6Q=,Polydactyl,Josh Pearce,2019-03-01,,,,,,https://www.bourbonpenn.com/issue/17/polydactyl-by-josh-pearce,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/XjDk1lm5xgN+c7UkesEMEXFTwaE.json,TRUE
eeNKbX2jRZP/zy1I374ufCJo/6o=,Electric Prayer Wheel,James Freetly,2013-05-01,,,,,,https://www.bourbonpenn.com/issue/7/electric-prayer-wheel-by-james-freetly,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/7RAN56hkB+araXajOuLNWpwLODU.json,TRUE
AxJuclZp513nWo7VzcjPtv6P7PE=,Soshiki,Andrew L. Roberts,2019-11-01,,,,,,https://www.bourbonpenn.com/issue/19/soshiki-by-andrew-l-roberts,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/IV85YvPZ7qI48wfLuquqe29kono.json,TRUE
JsBEOF6Z4FgluU7FKkkzw8jpnzg=,On That Time We Crossed,Sam Duda,2012-09-01,,,,,,https://www.bourbonpenn.com/issue/5/on-that-time-we-crossed-by-sam-duda,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/uquZsFgwXgzA2-obMDUXpuOC2ng.json,TRUE
RTP6gsYv9UoYm7oVSgdFkzY4l/Q=,Scales,Dona McCormack,2019-11-01,,,,,,https://www.bourbonpenn.com/issue/19/scales-by-dona-mccormack,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/4uRG-4xFQjIEIUVLLSJYWe3QdhQ.json,TRUE
2PfD/Lhj8+78q5OTBb7ofocgalU=,To Inherit Hunger,Crystal Lynn Hilbert,2020-07-01,,,,,,https://www.bourbonpenn.com/issue/21/to-inherit-hunger-by-crystal-lynn-hilbert,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/9ccSiL0R4p+jNY+Hv9hl2WZ3Mgo.json,TRUE
si/5n7AW5AFTWKDAw3FdsgnTGjE=,Born Blind,Jeffrey Ford,2022-10-23,,,,,,https://www.bourbonpenn.com/issue/28/born-blind-by-jeffrey-ford,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/3KGn0UdteDzLDj566jT9ySeajiM.json,TRUE
ntvOI7oah8gwc/J6R+osB1SHax4=,The Disappearing,Robert Bagnall,2022-07-01,,,,,,https://www.bourbonpenn.com/issue/27/the-disappearing-by-robert-bagnall,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/EbgGNpgHpNUV7m185sPDW1Oaj4g.json,TRUE
O74CankgKmiix9jLlIVL76TO0l4=,The Kool-Aid Stoppers,Elisa Abatsis,2020-03-01,,,,,,https://www.bourbonpenn.com/issue/20/the-kool-aid-stoppers-by-elisa-abatsis,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/3Vsz6vWsfI9-MFUelxaOUAjB1MU.json,TRUE
F+EVn0ldzeAbpfoxXoJJzLOSz+I=,In-Case-Of-Fire Shelf,Nicholas Siegel,2019-07-01,,,,,,https://www.bourbonpenn.com/issue/18/in-case-of-fire-shelf-by-nicholas-siegel,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/YwEbxP9lEkExPc6JDh6jl94Cw-8.json,TRUE
GTKEuS6L57JtHdKzmVxpQ4KUO9I=,Mosaic,Allie Kiri Mendelsohn,2021-11-24,,,,,,https://www.bourbonpenn.com/issue/25/mosaic-by-allie-kiri-mendelsohn,bourbonpenn.com,Bourbon Penn,,./scrape/jsonfiles/0oSdLC++VPnV33Hrg9t4YNBXgRw.json,TRUE
