fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
nS+2IevcsA5J49boGx3HvBIR9zw=,The Territorialist,Yoon Ha Lee,2010-07-15,,"Jeris tensed. ""A rogue territorialist?"" Circle Circle Six, nominally protected by its more prominent neighbors, had one of the highest turnover rates for territorialists. If it had just been a change of regime, Jeris would have sat back to see how long the newcomer lasted. But the bone-map's reaction had been a clear warning that he would have to intervene.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-territorialist-by-yoon-ha-lee/
F41PrGZShp3qweSJ9IpmxYUdGtA=,Witch’s Road,Christian K Martinez,2022-11-18,,"The bees laughed with their witch, a flurrying spiral above her head, spinning the shadows of the room like a top, and Catalina flinched. She didn’t look away, even as the Witch spoke, and those eyes showed her herself, and other things.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/witchs-road/
2bzSkvVNczSajGH5bxulBDnAgqc=,The Last Gorgon,Rajan Khanna,2012-04-30,,"Something moves at the end of the corridor. I raise the gun and stop when I see the small figure, the same soft wings but smaller; coiled serpent hair tight about the head. Little more than a girl. The creature’s offspring. What she was protecting.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-last-gorgon-by-rajan-khanna/
ZutfLsXC2NKk5KwFE2/k3aO+KQU=,The Last Human Child,Milo James Fowler,2018-02-18,,"She needed to be among her own kind again. But not ones like those who had programmed her. No, she needed to live with a peaceful group of survivors, a human community left untainted by the rebels, untouched by the Spliced. Perhaps somewhere out in the wilderness, there might be people with no connectivity. Off the grid. Humans who had not seen the broadcast of Dahlia's feast.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-last-human-child/
alwMxeE8rlFW1Mnzf0pMPFTUX4E=,The Dreams of Wan Li,Andrea Stewart,2014-05-01,,"If I did not stop her, she would be lying with strangers in the smoke-room tonight, heedless of those who might be watching. So I made a show of stepping forward to take her satchel, as though she were now too delicate to bear it herself. She let me carry it, and I followed her through the halls and to her room.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-dreams-of-wan-li/
9SaW9sXevG2bF3lrmN1ci9YZoYI=,The True and Otherworldly Origins of the Name ‘Calamity Jane’,Jordan Kurella,2016-12-22,,"Jane whirled around, her shotgun leveled, and she found herself looking not at two fairies but into the dead eyes of her old partner, Earl. The witch and this fairy in the gallery were holding his head up by his light brown hair. They smiled at her until she lowered the barrel of her shotgun, and when she did, they dropped Earl's corpse to the floor.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-true-and-otherworldly-origins-of-the-name-calamity-jane/
AzJB4rZhSCXSuQciO35TjPmWnMs=,Day of the Dragonfly,Raphael Ordoñez,2022-11-18,,"With a shout Keftu took two mighty bounds and leaped into the air. He kicked his legs, spreading wide the wings that had been hidden in their case at his back. They were like insect wings, with veins of carved bone and membranes of golden resin, and he drove their gear box with chains linked to his greaves. ""What do you think you're doing?"" Yani cried.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/day-of-the-dragonfly/
mrtFJQj2KKCSQnlKTB4Vh0SiiOU=,Requiem for the Unchained,Cae Hawksmoor,2022-11-18,,"I swear that I hear it when the Star deploys her new lanterns. I feel it as a low vibration in all the mineral parts of my body and look out of the starboard window just in time to see the six cold iron cages slide out of her. They ignite one at a time, turning the faceless ether of the ghostmurk into a haze of green light. It's so bright that I have to turn my head. Raise my hand to shield my eyes. Can almost feel my own shadow burning into me.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/requiem-for-the-unchained/
h9jOnl/KAWAdhzTJs2Jg1BksNDg=,Uzumaki of the Lake,Richard Parks,2020-03-27,,"Kenji, once an itinerant priest, was now the abbot of his own small temple, albeit established on my own estates. Yet it was popular among the farmers, which had led Kenji, like myself, into being responsible for more than we ever imagined... or wanted.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/uzumaki-of-the-lake/
WBLnvE9THGMXF/Uz4VS/8hKhU9U=,Portrait Of The Artist,K J Parker,2019-10-09,,"It all comes down to such tiny differences; if I was one inch taller, then by standing on tiptoe and really, really straining, I could reach the apple on the branch. But when you lack it, one inch, half-inch, quarter-inch is the same as a mile. Depends where you're standing. In my line of work, we call it perspective. A quarter of an inch is all it takes to separate heaven from hell.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/portrait-of-the-artist/
MoU5Ad2zdrIoaPKpQwlGjdD43Zc=,"Memories in Bronze, Feathers, and Blood",Aliette de Bodard,2010-06-19,,"His pain is too much; we cannot hide any longer. In a flutter of copper wings, we descend from the pine tree, settle near Nezahual: the hummingbirds on his shoulders; the parrots on the stone rim of the fountain; the lone quetzal balancing itself on the handle of the broom.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/memories-in-bronze-feathers-and-blood-by-aliette-de-bodard/
mq3wY5RlV/FcTzfwRWuIoGOSFHc=,Madonna,Bruce McAllister,2022-11-18,,"When I woke again, I was looking up into a face which, belonging as it now did to a girl, was much prettier than it had been when it belonged to a boy. It was more than that, however. The face was more willing to smile now, and to be as soft as in truth it was. And when the face spoke, it relinquished all pretense of a voice other than its own--a relief to my ears and certainly to Bonifacio’s as well.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/madonna/
4i27xPftoVgeqM9/tOn4X8tlFL8=,Blood Grains Scream in Memories,Jason Sanford,2022-11-18,,"That dying anchor said some mysterious ‘he’ was looking for her. Chakatie tried to think of who that could be. When she’d been an anchor in charge of her own land, she’d thought she’d been even-handed. But traveling with the day-fellows had revealed to her the painful reality of being on the receiving end of the grains’ anger and punishments—pains she’d once inflicted on far too many people to count.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/blood-grains-scream-in-memories/
LzK8MBWOSfuzRt7exU3kyr4bSQU=,The Wind’s Departure,Stephen Case,2022-11-18,,"I try again to read the tone of her voice. Sylva can form herself of vapor or rain or the force of a storm, but she is always shifting, liquid, and invisible when she wishes. She can hold my face with fingers of wind, but she has no face of her own to touch. I cannot read pain on her features, but I think I hear it in her voice.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-winds-departure/
ptSkRjZK6Dw9itiVkReelYqUeb8=,The Streetking,Peter Hickman,2022-04-14,,"Found her down by the Kaltan corner next, and switched well. And better the next meeting. Wondered what her parents thought, her losing bits of shine like that, 'til I realized she was lifting them. I tried to tell her care, but she was paces ahead. ""I take them in the gardens,"" she laughs like a trinket, ""and the groomsmen search through the beds after, and the ladies shout around the hedges. 'Where's my necklace? Where's my anklet?'”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-streetking/
XgYQ7bb/t30lYTpQ5de1inw9DSw=,And the Blessing of the Angels Came Upon Them,Dean Wells,2022-11-18,,"Peavey could not fault his grandson Moot’s skill nor the beauty of the boy’s sculpture. No, it was the subject matter that cut into his heart, even now. Moot cherished his beliefs so deeply; if his faith were ever shaken, it would surely devastate him. He was so very much like his grandmother in that regard.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/and-the-blessing-of-the-angels-came-upon-them/
2ASQfgxWhLQuZlUJ1mz4JUIo/+o=,More Full of Weeping Than You Can Understand,Rosamund Hodge,2022-11-18,,"For the first few years, Violet only passed information, while the reports of faery incursions began to grow. Then—when they went to London for her introduction into society—three things happened. The faeries turned the Prime Minister’s fingers into twigs and his eyes into acorns. Papa died. And Thomas discovered what she was.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/more-full-of-weeping-than-you-can-understand-by-rosamund-hodge/
vNOgPk+8jyFuGwlTHoZOv+q/cl4=,The Suffering Gallery,Matthew Kressel,2010-12-10,,"Mielbok stared at the boy. ""I'm Mielbok the White Worm! Mielbok the Foul! Mielbok the Eater of Minds! What can you do for me, human? To me, you’re just food not yet ripe. A fruit just waiting to be plucked! Quiet yourself, before you wake the Lady. She'll make a mockery of you!""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-suffering-gallery-by-matthew-kressel/
cDVa0O89A1BjmE0in0fMWiXjfYk=,Told By An Idiot,K J Parker,2016-02-17,,"I accepted that Master Allardyce had the potential to write the greatest play ever; a play so good that if God were to summon Mankind before the bar of Heaven and demand to know one good reason why He shouldn't send a second flood and drown the lot of us, all we'd have to do is hand Him the manuscript and there'd be no case to answer. I knew that, in order to write this play, Master Allardyce needed to drink himself stupid, get beaten up twice a week, and generally mash himself down into a cheese, like the cider-makers do, before he could ferment and distill his very essence into words on a page. But I have a business to run, and I need crowd-pleasers. Master Allardyce's monument-more-enduring-than-bronze would just have to wait until I retired. Accordingly, I gave him no peace.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/told-by-an-idiot/
cSwxqL3YMBRQzdZDx9e+bJlEdVM=,The Ivy-Smothered Palisade,Mike Allen,2012-04-28,,"A flare of illumination washed the chamber in flickering shadow and gleam. I'd gone through another door, into a different room, longer and wider than the one I knew. Runes were scratched on every visible inch of walls, ceiling and floor. Repeated phrases: Death feeds life. Life breeds death. Death breathes. Tall and heavy armoires slithering with gold filigree lined both sides of this horrid space, most with their doors open, spilling out once-beautiful gowns now molded and rotting, reminding me of molted skins.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-ivy-smothered-palisade-by-mike-allen/
GPIoPbrz+9clUxx3mBs/Bvjmmx0=,Beheaded,James L Sutter,2013-02-07,,"As Alana approached, a single beastman detached himself from the crowd. He was larger than the others and wore only a long, red tabard that left his huge arms bare. His lower jaw protruded far beyond his upper, giving him a pugnacious look, yet his black hair was meticulously combed, shot through with braids ending in red beads. A three-fingered hand rested on the hilt of an oversized longsword.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/beheaded-by-peasants/
l+0dNXifVImTwDERlptChKcq+5o=,Quintessence,Andrew Dykstal,2021-02-28,,"He could hear her voice more clearly now, as though the notepad were merely a synchronizing gear between the two minds caught in his head. She sounded sick and frightened and tired—like a young woman trapped alone in a strange place, not like a witch threatening to castrate him or murder his wife. Guilt blossomed in his mind, followed by pity.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/quintessence/
