fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
uA/5Sx473E6FACfnkOICgd0bqoE=,"The Punctuality Machine, Or, A Steampunk Libretto",Bill Powell,2015-05-26,,"JACQUENETTE: Monsieur Cartwright! Early?WHITLOCK: (aside) An identical response! Perhaps free will is a mere illusion. On the other hand, she's an automaton.(JACQUENETTE slaps him.)JACQUENETTE: How dare you employ such a term for a lady!WHITLOCK : How dare you eavesdrop on an obvious aside!",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-punctuality-machine-or-a-steampunk-libretto/
bNSjz294roiJPeFJMPWkktxm89g=,A Witch’s Transition In The City Of Ghosts,Oluwatomiwa Ajeigbe,2023-04-20,,"I was admitted into the ranks of the witches, but I have never truly belonged, not even when my body started changing. The only place I am sure I belong to is in my lover's arms in the clearing where we can watch the stars and get lost in each other, our names falling from our lips into each other's ears while the night pretends not to hear.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-witchs-transition-in-the-city-of-ghosts/
Pi/4CjowNM3MWyHHH/c+pSbGcyI=,The Garden of Ending,K J Kabza,2022-11-18,,"But the lock had finally crumbled, and the door had fallen open, and the nothing-garden beyond was revealed to her sacred eyes. Doors are only left open for her when they lead to every-day gardens that she can freely enter and exit, so she, poor innocent lamb, saw the newly open door and naively entered.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-garden-of-ending/
ssgpdMTvQZyHmf3XtViJBaWdTG0=,Havoc,A C Smart; Quinn Braver,2022-11-18,,"And then some nights we’d cross the river. Cumberan soldiers would discover that someone had insinuated flux-weed into their pottage greens, and in the dark end up with handfuls of nettles with which to wipe. Baskets, lobbed into a bivouac as supper was served, broke apart, freeing swarms of hornets. Spores of certain fungi, introduced into casks of wine, sent soldiers shrieking and stumbling in panic through the woods. And the polecats....",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/havoc-by-a-c-smart-quinn-braver/
yub+kKKCGkLImDWugos1BODt5w4=,Atonement,Alec Austin,2014-02-18,,"They'd called us the Hellhounds of Surnam, the Butchers of Bursa, and a hundred other epithets to make children wail and heroes grow faint. We'd fought Prince Zhar's finest to a draw at Second Aktar and ended the line of the old kings at Kurqand. Depending on who you asked, we were the best soldiers in the world, or beasts in human form.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/atonement/
aOT7wAv7tYKID6IdgofG11vXpus=,The Shark God’s Child,Jonathan Edelstein,2022-11-18,,"There had been seventy islets when Mei came to Deleur six years ago. There were more than eighty now. The aliki, the nobles of Deleur, would never be done building their city: they always wanted more platforms for their palaces, more storehouses for tribute, more training grounds for the feathered warriors, more stone pyramids to house their dead",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-shark-gods-child/
ezwlY7JSIgEW8+pCyqgMCIQfdx4=,Forgotten Eyes,Marie Vibbert,2022-11-18,,"My dough is too sticky, and the smell of the yeast suddenly makes me ill. I want the day off from seeing other people’s gods. I search for the towel I use to carry the hot loaves, my flour-coated hands before me, and try not to think what I’m thinking: does XuShem not exist? Is that why they never appear?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/forgotten-eyes/
siL9nypMVQo1Q+30/DbbfxBv8Rs=,Lady of the Ghost Willow,Richard Parks,2010-10-11,,"I had little talent for poetry, but my instruction in the classic metaphors was probably no less extensive than Akio's. The poem was both an entreaty and a question; that much was clear. But what was the answer? One who might be able to tell me was beyond speech now and might be for some time, if not forever.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/lady-of-the-ghost-willow-by-richard-parks/
hYubURCmOJrlP7bFOx00nNatoU0=,The Tale of the Aggrieved Astrologer,Jack Nicholls,2012-08-09,,"Shortly after midnight, his vigil bore fruit. A star detached itself from the firmament and began to streak down towards the western horizon. Ho snatched up his celestial sphere, rotating its silver rings to record the stolen star's position. It disappeared into the west: beneath the House of the White Tiger. Above a prefecture a half day from the Imperial City. Ho's heart sank, although the blow was not unexpected. It was the prefecture run by August Advisor Chuko Tsin.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-tale-of-the-aggrieved-astrologer/
zpB9avNikLGQqI5RVVfrM8jWNHw=,In the Gardens of the Night,Siobhan Carroll,2011-07-28,,"The General is apoplectic. He would yell, no doubt, and strike me, but he cannot afford to yell, and if he strikes me I might betray him, through my bruises if not my words. I see him realize also, with the shock of a man who is not used to being in this position, that he has no choice. If he wants Nakshedil dead, he must agree to my requests.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/in-the-gardens-of-the-night-by-siobhan-carroll/
ApbYkQwAHbopY0aut9DUv09nCEI=,My Sister’s Soul,Erin A Tidwell,2022-11-18,,"She looked dead, as well she would be if she were anything else. Only a powerful magus could live without a soul. But even Khatereh needed the touch of her soul once in awhile; on midsummer day, as was her personal tradition, she would let it rest within her and be renewed. With her soul inside her body, she would be as vibrant and beautiful as a twenty-two year-old sister ought to be, and when it was removed she would look healthy again, for a while.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/my-sisters-soul-by-erin-a-tidwell/
vlIZHzvzvmN5TjrtjFZzhduhRTQ=,Periling Hand,Justin Howe,2022-11-18,,"He drove their bov wagon, standing up behind the storage box and nudging the beastmind along through the sett’s covered passages, delivering La Chanda’s sporecake dishes all over the sett, his new arm itching where his flesh met the dull sculptwood, its spirit, its immanence, not woken from bloom and fully mated to his yet. That morning, everywhere he drove he heard about the murder that wasn’t murder but business done by different name. “A dead incast in Pingree. Shot, tche.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/periling-hand/
PwRADWPOCGOKsv4Wg8FMHEZn3xo=,Faêl,Tobi Ogundiran,2022-11-18,,"Sùr knelt and lifted her out of the coffin, feeling the pain lance through his spine as he looked down at his wife. She was stiff, a statue of hard crystalline salt, frozen in the position she had been when she died. Her eyes that had been gold in life were white and unblinking and unseeing in death. But her lips were curled in a smile. A true smile, not the grimace they were forced to wear to keep the pain at bay. In the moment of her death, finally, finally, she had known true peace.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fael/
Rvo4xvkOrNnoevM1R24dNb0cGRA=,Shatterach Gates,Paul Daly,2010-01-28,,"The warmth, then swift coldness, of piss on my legs brings me back from the rolling horror oozing over the dirt-pack towards me. Still a league distant, it is monstrous. A grotesque boil on the earth; a seething mass of tree spars and rocks that scalds the ice around it into steam. The way it moves! Questing forward, then rushing into the blackened space before it. Each thrust accompanied by boulders grinding, great snappings of century-old trunks as it heaves ahead.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/shatterach-gates-by-paul-daly/
Vw9lul09ixvLt8BoUU8+ps9uuJI=,The Mermaid Caper,Rich Larson,2022-11-18,,"The Baron stared long at the tank, and Crane and Gilchrist saw for the first time an unfocused quality to his eyes, a faint gray fog. “I want her to be real,” he muttered, folding his scarred hands together. “She does look real.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-mermaid-caper/
yVb2wHVodZ95J/7q/3aLuzt74j8=,The Crow Knight,Bonnie Jo Stufflebeam,2022-11-18,,"On one of her rests, Ser Wynn checked the banyo tree; the Lady Loreen had taken an ax to its mouth, destroying its ability to tattle on her evening disappearances. It was then that Wynn knew that Loreen held inside her a rage like that she herself had experienced in her fight with the king father’s bear. The kind of rage that she knew would burn her up if she let it.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-crow-knight/
kqlCzTEi8sYBmtGLRQZpi5lO5uc=,"The Warriors, The Mothers, The Drowned",Kay Chronister,2019-03-14,,"Ana thought the land of the dead would be empty, but it is full to bursting. With gods’ turquoise bones, with small grimacing golems fashioned from maize and bone-thin fellow travelers wandering across the desert on their hands and knees, with temples so black and shimmering that she can’t quite make herself look at them.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-warriors-the-mothers-the-drowned/
j5p0i6o3LznWvwkTvTzJe+sNKcY=,"The Mountains My Bones, the Rivers My Blood",Y M Pang,2022-11-18,,"“Oh please, now you’re being sappy. Where’s the dignity of the God of Ash?” Armind gestured to the earlier panels, moonlight etching the lines of lean muscle on his arms. “The forms you took in those battles, can you still adopt them?” Shun forced himself look at his guises in the paintings. The golden gryphon he’d assumed when facing Rorinn. The six-armed titan he’d been at Mount Tizen.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-mountains-my-bones-the-rivers-my-blood/
0Awjj4Zav5itB74FOzlYdKMmyAM=,Nothing But the Sky,Gwendolyn Clare,2022-11-18,,"Dorial left the library and flew first to the luthier’s shop on the edge of the main island. When he went inside to inquire, the luthier said he’d seen no one who fit the description. Next Dorial flew to the gemstone dealer in the district where the wealthiest merchants lived, and he asked the dealer the same questions, to no avail. Dorial let Scourge take to the sky while he considered the problem. If she already owned a gemstone, where would she go?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/nothing-but-the-sky/
kAzdkj9ntD3oeV25ALsUojWg8dg=,A Martyr’s Art,J P Sullivan,2019-02-07,,"I wiped red blood from a white arm. Scars knotted its lines. Some pink, some white. Here and there the skin was near to bone, where flesh had long ago been torn away. The legacy of a dozen clients. “I don't fight any more.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-martyrs-art/
m0M6gKDVTyHp9v9eQXc0BuQsW4c=,The Black-Eyed Goddess of Apple Trees and Farmers’ Wives,Erin Eisenhour,2022-11-18,,"Really, I don’t see what all the fuss is about. Shamans drag away poor farm girls from the outlying provinces all the time (particularly in seasons of great calamity, as everyone insists we are in now). Even then their lives stray little from their previously charted course. They trade mud thatch and straw for cedar wood and oil, reborn as sworn sisters, plodding away the rest of their days with too many early rises.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-black-eyed-goddess-of-apple-trees-and-farmers-wives/
To73n4CWbpkxWKKKjKO9gL1CWqM=,"But Mayflies on the Water, Gazing at the Sun",Jennifer DeLeskie,2022-10-13,,"When I awoke in the morning, the temple was in turmoil. The oxen lowed and stamped their feet, and the peacocks shrieked and plucked the inlaid silver and lapis lazuli from the walls. I found the priests Lamentation and Butter Tub under the date palm, slaughtering a sheep. “Calamity!” Lamentation cried, poking at the sheep’s entrails. “Calamity and devastation!”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/but-mayflies-on-the-water-gazing-at-the-sun/
LiE+ec6x/YA2+U978VuteBijt6k=,Fire Rises,Alec Austin,2022-11-18,,"Not for the first time, Li considered killing Nasrin. The young woman was too trusting; too confident in the persuasive power of her logic. But everything Li had seen of Nasrin told her she wasn't a threat. At best, she was someone else's catspaw. But whose?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fire-rises/
kGI4TNKgWaIIiC7rjHN6BlVyIpo=,In Memoriam,Alys Sterling,2010-06-06,,"I felt it, or rather Gaumont’s body did, and with such force that it took me a moment to throw it off, a sudden desperation not to see what lay beneath that heavy drape of fabric. Yet I watched eagerly as the hands drew back the folds of grey material to reveal a granitic face, human in form, but so frozen that its wrinkles might have been carved from stone.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/in-memoriam-by-alys-sterling/
Erfic+wNQaEK4jqsSAqOzvmAKLY=,Parchment Sky,Stephen Case,2021-03-11,,"I asked him once how fast the sky rose up from the horizon. I thought if one could put a number to that, and if the sky had the shape of an inverted bowl as we had been taught, then that speed could be used to determine its size, to determine how far the ink-etched parchment of the sky arched above us and descended down toward the fabled western horizon.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/parchment-sky/
OO/T8XWKiAdfcjfwMz4Br4LU7QM=,"The Good Deaths, Part II",Angela Ambroz,2022-11-18,,"Oh, Earth. Oh, Kansas. Oh, soil. The Holy Lord Himself had had bad soil too, I reckoned. I didn’t know much about far-off Lumbini, Holy Land of His Magnificent Birth, but I had heard preachers tell of its hard, clay-like soil and shrubby flora and pathetic little patches of grass. The Lord Up Above may have been born an Earthly prince, but His kingdom sure sounded dry to me.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-good-deaths-part-ii/
MMnE4rkSLb7UueGdoUTzNDtrvAU=,The Nature of Ghosts and the Fate of Shadows,Luke Nolby,2022-11-18,,"The third time the lash had fallen I only grunted. I held my companions’ gazes because I owed them at least that. I held their gazes because then I would not think of a blood-reddened ravine, or Adhai’s silence, or the hope and pride being flayed from my flesh. In the barn, the whip descended again, and the musty air clogged in my throat.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-nature-of-ghosts-and-the-fate-of-shadows/
XKBcvVlVg3STX816LVLiEJVu/AI=,Primaflora’s Journey,Cat Rambo,2022-11-18,,"After that it became an act of defiance, growing out her hair. Every morning she lay in her cell amid the mass of it she had strained to produce over the course of the night, feeling herself drawn thinner, tighter, counting the sweet hay smell surrounding her a victory.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/primafloras-journey/
aWz18h7hgM3037pBYwIMZiUBK+k=,The Clockwork Trollop,Debra Doyle; James D Macdonald,2013-05-02,,"The neighborhood was dark and insalubrious; if it had not been for the sake of Professor Haversham's scientific endeavors I would never have ventured into its foul-smelling streets in the daytime, far less at night. He, however, appeared to have no such misgivings but looked about him with interest. ""Now to find a public house of suitable character,"" he said. ""Not too difficult in this area, I should think.""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-clockwork-trollop/
u7weVNrfYxb6dym+WBcM3Bovnuk=,Fury at the Crossroads,Troy L Wiggins,2019-04-25,,"“Give me my shit back,” Fury growled. The sight of her guitar awoke righteous rage in her. It was hers, the last remnant of her family and people, the last thing she carried from her home as it was destroyed, burned in humanity’s war against its divine. Besides Fury herself, the guitar was the only thing that remained to prove that her parents’ love had existed.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fury-at-the-crossroads/
4u8UE0sUQPQzlMokvontn6xROWo=,Invitation of the Queen,Therese Arkenberg,2022-11-18,,"I demanded the return of Tahileh. She was mine, and had been working for Leuhovesen instead for far too long. I thought of the cries I heard the night before when I slept beneath the attic, but I refrained from saying anything, which given Leuhovesen’s temper that day was probably wise.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/invitation-of-the-queen-by-therese-arkenberg/
WI/EcHtXmd5qv9AfjlO9X5hpE7s=,Ill-Met at Midnight,David Tallerman,2017-01-25,,"The garrote was made of fine silk laced with steel wire, designed to choke bloodlessly. Its ends were looped to small grips of cherry wood. Otranto had crafted it himself over a period of three weeks, designing for speed and efficacy. Still, the target was thrashing hard enough that the smooth handles were biting his palms. He drew harder.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/ill-met-at-midnight/
rMPe3IRMjq6QnttJ4qLBGUjDqUc=,Cry of Desire in a Shrouded Land,Emily McIntyre,2019-04-04,,"Vidita quickly deduced from the sideways glances and short conversations with other slaves that she occupied a strange place in the hierarchy of the flower-garden: their master’s favor and her prestigious assignment marked her as one to befriend, but her utter lack of experience and apprenticeship gave her a whiff of the imposter and invited scorn. Perhaps once she would have cared, but now scorn mattered only if it inconvenienced her.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/cry-of-desire-in-a-shrouded-land/
N0VkTuSAteQeunrGCwrjlwVR1Q4=,Seeking The Great Raymundo,Jamie Lackey,2012-11-15,,He’d signed his note “The Fabulous Frederick.” He hadn’t called himself that in years. I smiled and stroked the soft leather of the journal's cover. In it he explained his familiar tricks with complicated diagrams that made things that I’d always just felt were right become suddenly understandable. Freddy really had been fabulous once. I wondered what happened. Why had I never bothered to ask?,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/seeking-the-great-raymundo/
HYLckHq627LPGFfyP+aUSwgYIzs=,Benefactors of Silence,Nin Harris,2022-11-18,,"Bile rises. I anticipate her words. “This song meant everything to us. It reminded us of how we survived the wars in our little underground shelter as the Dvenri troops exterminated those of our people who did not hide in underground enclaves. As your people, your glorious Yroi Empire, then exterminated mine.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/benefactors-of-silence/
Ta9HfzovWjD7RVhEWwh6gyz2J18=,How to Be a True Woman While Piloting a Steam-Engine Balloon,Valerie Hunter,2022-07-15,,"Amelia is the best pilot the Territorial Revolutionists have. That's not boasting, it’s just true. They don't have many pilots, and none of them have as much experience as she does. She may be only twenty-two, but her pa taught her to fly at eleven, when she could barely see over the console, and she still flies his old steam-engine balloon, which may not be the newest model but is nevertheless steadfast.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/how-to-be-a-true-woman-while-piloting-a-steam-engine-balloon/
tnnQYOjPaN0CY4MNZEFN5ACPK+k=,The Manufactory,Dru Pagliassotti,2010-09-07,,"Harvesting the bodies meant taking a few risks, but it was easy enough for a steady man who did his research and kept himself sober, and anatomists always needed fresh bodies to dissect. And if we dug up a not-so-fresh body, well, wigmakers and dentists pay well for human hair and teeth. We’d lived well back then, Bet and me, and we’d planned to give our baby girl everything she wanted. But then the Anatomy Act passed and the demand for bodies plummeted.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-manufactory-by-dru-pagliassotti/
nAEX49lU/lI7XN2G5q+YKnR+qQ0=,Stonebones,Nathaniel Lee,2022-11-18,,"She did keep the gun pointed at the curtain, because she'd said she would and a Knight must not lie. She turned it off as soon as she was out of sight, though. Humming and lighting up was all it could actually do, and Groton had warned her about letting it overheat.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/stonebones/
XZeZBAokhR6XcFndW6EhOUdjHqc=,Forsaken Beneath the Stars,Jason S Ridler,2022-11-18,,"The sack swung in his hand as he walked away. “I would take her with me to the guts of the earth. I sought death in the battlefield, and saw it in all but my fate. I was spared a warrior’s clean end. Now, the campaigns are ashes and lies. If you cannot help me find peace for Baysha, I will find someone to end me.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/forsaken-beneath-the-stars/
cH8hurngIca/qXLiakXD49hGcaY=,Sinseerly A Friend & Yr. Obed’t,Thomas M Waldroon,2015-07-01,,"Mr. Stutley Northup is not a magistrate. Why, he's not even a lawyer. But if people are free to come to him with their controversies, he is just as free to offer his opinion; and if they choose to act on it, well, that's their own lookout.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/sinseerly-a-friend-yr-obedt/
nzj2BIoSshS/OUkmONsDl6a6diQ=,"Walls of Paper, Soft as Skin",Adam Callaway,2011-07-15,,"He only had one shirt. One pair of pants. No shoes. He brushed his hand along one wall. The parchment was soft with age. He closed the door, walked down the hall, down the stairs, and into the street.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/walls-of-paper-soft-as-skin-by-adam-callaway/
3mZ/9/VOzdF80c8JGHecmivUDX4=,No Pearls as Blue as These,Benjanun Sriduangkaew,2022-11-18,,"I thought Yut would be glad to see me gone, a respite from my vigilance. Instead she fusses over my departure and sends along one of her owls to see me off. The shadow bird is surprisingly soft, weightless on my shoulder and affectionate, nudging my chin with its burred head. It dissipates before we reach the gate, the limit of Yut's sending.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/no-pearls-as-blue-as-these/
e1taoYlBsZeEjBTcSCTuonsvN5g=,Court Bindings,Karalynn Lee,2019-07-30,,"Then there's the sparrow you set to chirping an alert whenever someone approaches your suite from the palace courtyard. After several days, it falls to the ground and is no doubt claimed by some hungry scavenger. It had too diminutive a mind to realize it could serve you longer by taking time to eat and sleep.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/court-bindings/
abXBIqgeq5oEftLRTJxzmOsdEfs=,Song of the Water Bear,Laine Bell,2022-11-18,,"We make our line at the farthest edge of the lifefrond, placing ourselves between it and the approaching creatures. I can taste salt-fear in the water around me. These are not rollers, the long whiplike creatures that slither through the water, eating our eggs and biting off our arms and tails. These are nothing we have seen before.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/song-of-the-water-bear/
A8b8+Zaf02Zjpb3rmtdRp2eC0JY=,Shattered Hand,Marc A Criley,2022-11-18,,"Kayta withdrew her arm from the thick liquid, the leather straps that bound the amputation now jet black. Salt peppered my carapace; near-misses kicked up sand sprays. Kayta, shielded for the moment, crouched, drew deep breaths. I picked up her detached hand, held it against my thorax.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/shattered-hand/
dU2pMWnAzQWUP5wZHoo0l/OAK1s=,"Blood, Stone, Water",A J Fitzwater,2013-04-11,,"Startled, Tau lost her grip on her paddle. Before she had the chance to reform her thoughts, she had to quickly strip off and dive in to retrieve it. A smile a shade more cynical than expected greeted her as she heaved herself back over the edge of the oka, spluttering and cursing. Nhia quit her rearward rescue-paddling and held her own dripping paddle firmly in her lap.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/blood-stone-water/
tIkh/pLMh/NkqrQ+5MxNiXpn24Q=,The Book Thief,Jennifer Greylyn,2009-12-02,,"I’d almost managed to relax when I smelled the perfume. It clung to the blankets. A cheap floral scent. Violets maybe. I kicked the blankets off, but I could still smell it. I’d had a woman here. Probably a woman I had paid. A whore. And I couldn’t remember that?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-book-thief-by-jennifer-greylyn/
2qR7oFmTnLsyymYiG5ZicbxzBPA=,A Place to Grow,A T Greenblatt,2017-05-12,,"There was a small, insistent part of her that wouldn't let her give up so easily. The tiny part of her that had put down roots outside of her uncles' laboratories and workshops. She'd poured hours into learning how to make things grow, how to keep them alive, and she had succeeded. She could spend an entire day in her garden with Marci and Gil, weeding, watering, laughing and it never felt like wasted time.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-place-to-grow/
BmRGDRDp83jEwab1vizoQPekm2w=,Fall to Rise,David Tallerman,2021-12-12,,"Toro used the brief truce to catalogue his resources. He wore a short sword, with which he was moderately capable, but his real weaponry was all concealed. While the knives were his tool of preference, he had others, including a couple of rare items he'd been saving for a suitable eventuality. He'd have traded them for a flask of water. The room was hot and airless, his throat was bone dry, and these trials had been known to drag on for hours.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fall-to-rise/
XmxO/y9pKip0JZQ9yTmcif7C99A=,A Handful of Sky,Elly Bangs,2019-07-08,,"In the darkness of the shop, the unfurled fabric of the sky glowed too brightly to look at directly. She had to put her monocle’s sun lens down whenever she got close to it. When her gloved fingers slid over it she had no doubt that it was the smoothest surface she’d ever touched.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-handful-of-sky/
xJpZiMQuq8YJ+NNocXTSxJzjQa0=,Gizzard Stones,Garth Upshaw,2010-02-03,,"Grampa huddled inside, exposed in the corner. Bark and Thorn crouched next to him covering their faces. The gleaner struck—one-two—and in less time that it took to draw a breath, Grampa and Thorn were trussed and thrown over the gleaner's back like sacks of meal. Bark, the bravest of my littermates, whimpered and dodged out of sight into the yard behind the house. The gleaner stepped forward and raised its serrated front legs.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/gizzard-stones-by-garth-upshaw/
r7xgfcY7lNaVJnCRZZ5JGKpPorY=,Fire in the Haze,Mishell Baker,2022-11-18,,"And yet everywhere I looked, my periphery supplied ghosts of him: lounging indolently on a couch, reaching up to add a final stroke to a poem, bowing over my hand. And there, of course, pausing at the foot of the narrow stairs to the grand bedchamber. Looking over his shoulder, a half smile adorning the human face he wore even when we were alone.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/fire-in-the-haze/
ytN1Gts2nUFFIc3CYnDuHfuci80=,Notes on <i>The Seventh Battle Of The Queen Of The Ruby Mists</i>,Mari Ness,2022-11-18,,"8. One account, however, insists that the Queen loved only one person, a member of another Court whom the account does not identify, and remained faithful to this person for her entire reign and even her life. Raidne Seiren considers this account fanciful; Tyronoe Ablach, in an otherwise exhaustive account, does not even mention it. Adele Lanyon Dormir, however, has argued that this passion may be the only explanation for the Queen's actions before and during the battle.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/notes-on-the-seventh-battle-of-the-queen-of-the-ruby-mists/
5Cj7m5adKcRjmrJ3npcqocLECqo=,A Sixpenny Crossing,Don Allmon,2013-06-18,,"""Stolen,"" the General hissed. ""Stolen!"" he shouted, enraged. ""It was Easric Dane, I know it! Upon my soul, it must have been he!"" Not only was it awful, but Pearl couldn't possibly be suggesting there was any truth to it. Earsic thought of drowning the book in the river. But Pearl Snow had a wicked pack of cards. They brooked none of Easric's sass and weren't lightly ignored.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-sixpenny-crossing/
Uys8aqBJ/yYgktj3C/a/U3lYQKk=,A Sin for Freedom,Eboni J Dunbar,2022-11-18,,"I needed to be careful. There were things I could tell her, things that would be true and would cover my tracks, but those things were the most dangerous. Rin's face was never far from my thoughts. That private smile piercing my heart. Those brown eyes seeing straight through me, to my innermost truth. A reckoning, even in their absence.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-sin-for-freedom/
ZL402+FgQfH/4jw8rockD/L2fxQ=,The Tale of the Scout and the Pachydormu,Gregory Norman Bossert,2022-11-18,,"The Poet Laureate was fetched from his retirement in a lighthouse on the far shore of the Founder Mer to compose a song of eighty-six interlocked stanzas like steps on a stairway spiraling down into a cool dim quiet. But on the forty-seventh stanza of its recitation, the Governor squinted into the space over the Poet's shoulder and said, ""listen, any deeper and we shall hear the words those beasts sing as they pass"" and demanded that the previous stanzas be read in reverse; ""back to the surface,"" he said.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-tale-of-the-scout-and-the-pachydormu/
